signature_id,length,conservation,divergence,fraction_nontarget_hit,score
0-AM408590.1-3056247:3057574,1327,0.9968,0.1877,1.0000,1.1845
0-AM408590.1-231403:231686,283,0.9966,0.1870,1.0000,1.1836
0-AM408590.1-1001254:1001570,316,0.9973,0.1861,1.0000,1.1834
0-AM408590.1-3180521:3180772,251,0.9990,0.1827,1.0000,1.1817
0-AM408590.1-2143808:2144156,348,0.9941,0.1838,1.0000,1.1778
0-AM408590.1-2305643:2306086,443,0.9947,0.1829,1.0000,1.1776
0-AM408590.1-1158116:1158346,230,0.9991,0.1753,1.0000,1.1744
0-AM408590.1-343188:343413,225,0.9957,0.1728,1.0000,1.1684
0-AM408590.1-3062003:3062233,230,0.9975,0.1696,1.0000,1.1671
0-AM408590.1-2812742:2813027,285,0.9965,0.1682,1.0000,1.1647
0-AM408590.1-1032194:1032426,232,0.9972,0.1674,1.0000,1.1646
0-AM408590.1-3157591:3158006,415,0.9960,0.1682,1.0000,1.1643
0-AM408590.1-327053:327315,262,1.0000,0.1627,1.0000,1.1627
0-AM408590.1-3151554:3151918,364,0.9969,0.1651,1.0000,1.1620
0-AM408590.1-4010075:4010297,222,0.9946,0.1646,1.0000,1.1592
0-AM408590.1-3108919:3109198,279,0.9990,0.1586,1.0000,1.1576
0-AM408590.1-2730768:2732213,1445,0.9986,0.1565,1.0000,1.1551
0-AM408590.1-1271680:1272126,446,0.9967,0.1579,1.0000,1.1546
0-AM408590.1-2416686:2416939,253,0.9969,0.1553,1.0000,1.1521
0-AM408590.1-2033338:2033647,309,0.9980,0.1497,1.0000,1.1477
0-AM408590.1-3720447:3720677,230,0.9985,0.1487,1.0000,1.1472
0-AM408590.1-264690:264984,294,0.9968,0.1446,1.0000,1.1414
0-AM408590.1-2763721:2764184,463,0.9947,0.1451,1.0000,1.1398
0-AM408590.1-1080388:1080679,291,0.9997,0.1401,1.0000,1.1398
0-AM408590.1-825391:825649,258,0.9986,0.1410,1.0000,1.1396
0-AM408590.1-2571979:2572194,215,0.9974,0.1460,1.0000,1.1434
0-AM408590.1-1229997:1230375,378,0.9984,0.1390,1.0000,1.1374
0-AM408590.1-3978803:3979264,461,0.9993,0.1381,1.0000,1.1374
0-AM408590.1-1359948:1360205,257,0.9955,0.1352,1.0000,1.1307
0-AM408590.1-1875256:1875485,229,0.9971,0.1321,1.0000,1.1292
0-AM408590.1-3092308:3092602,294,0.9951,0.1334,1.0000,1.1285
0-AM408590.1-434820:435073,253,0.9984,0.1300,1.0000,1.1283
0-AM408590.1-1654662:1654945,283,0.9983,0.1288,1.0000,1.1271
0-AM408590.1-3832298:3832576,278,0.9988,0.1268,1.0000,1.1256
0-AM408590.1-3584485:3584814,329,0.9992,0.1262,1.0000,1.1254
0-AM408590.1-1870737:1870967,230,0.9982,0.1272,1.0000,1.1254
0-AM408590.1-240617:240863,246,0.9988,0.1265,1.0000,1.1253
0-AM408590.1-526586:526810,224,0.9983,0.1237,1.0000,1.1221
0-AM408590.1-335342:335587,245,0.9980,0.1215,1.0000,1.1196
0-AM408590.1-3615819:3616132,313,0.9949,0.1183,1.0000,1.1132
0-AM408590.1-880683:882078,1395,0.9862,0.1234,1.0000,1.1096
0-AM408590.1-1320892:1321176,284,0.9956,0.1142,1.0000,1.1098
0-AM408590.1-965256:965496,240,0.9969,0.1119,1.0000,1.1088
3-GG663497.1-1436290:1438137,1847,0.9948,0.1116,1.0000,1.1064
0-AM408590.1-2537674:2537941,267,0.9979,0.1048,1.0000,1.1027
0-AM408590.1-125971:126493,522,0.9988,0.0998,1.0000,1.0986
0-AM408590.1-3437515:3438409,894,0.9944,0.0984,1.0000,1.0928
0-AM408590.1-1049703:1049925,222,0.9984,0.0929,1.0000,1.0913
0-AM408590.1-3243995:3244572,577,0.9978,0.0884,1.0000,1.0862
0-AM408590.1-4349304:4349658,354,0.9943,0.0930,1.0000,1.0873
0-AM408590.1-3577417:3577647,230,0.9995,0.0821,1.0000,1.0816
0-AM408590.1-3833118:3833365,247,0.9990,0.0806,1.0000,1.0795
0-AM408590.1-3410503:3410778,275,0.9975,0.0800,1.0000,1.0775
0-AM408590.1-3407552:3407930,378,0.9973,0.0778,1.0000,1.0750
0-AM408590.1-3213896:3214269,373,0.9998,0.0737,1.0000,1.0735
0-AM408590.1-882084:882745,661,0.9869,0.0865,1.0000,1.0734
0-AM408590.1-2975870:2976102,232,0.9967,0.0756,1.0000,1.0724
0-AM408590.1-124368:124808,440,0.9977,0.0715,1.0000,1.0692
1-CP001662.1-3486936:3487573,637,0.9935,0.0690,1.0000,1.0625
0-AM408590.1-1269545:1269785,240,0.9985,0.0632,1.0000,1.0617
0-AM408590.1-1962965:1963198,233,0.9960,0.0693,1.0000,1.0653
0-AM408590.1-2325120:2326400,1280,0.9968,0.0648,1.0000,1.0617
0-AM408590.1-1474479:1474680,201,0.9980,0.0622,1.0000,1.0603
0-AM408590.1-4289711:4290000,289,0.9989,0.0583,1.0000,1.0573
0-AM408590.1-3060421:3061081,660,0.9986,0.0568,1.0000,1.0554
0-AM408590.1-1967816:1968293,477,0.9947,0.0606,1.0000,1.0553
0-AM408590.1-122292:122563,271,0.9982,0.0536,1.0000,1.0518
0-AM408590.1-1632272:1632603,331,0.9989,0.0549,1.0000,1.0539
0-AM408590.1-127153:127654,501,0.9955,0.0546,1.0000,1.0502
0-AM408590.1-3553668:3554055,387,0.9961,0.0533,1.0000,1.0494
0-AM408590.1-210239:210573,334,0.9980,0.0540,1.0000,1.0521
0-AM408590.1-1201476:1201918,442,0.9996,0.0498,1.0000,1.0494
0-AM408590.1-3786379:3788302,1923,0.9897,0.0548,1.0000,1.0445
0-AM408590.1-133201:133445,244,0.9915,0.0538,1.0000,1.0453
0-AM408590.1-132484:132990,506,0.9961,0.0433,1.0000,1.0395
0-AM408590.1-3055407:3055717,310,0.9990,0.0429,1.0000,1.0419
0-AM408590.1-257296:257577,281,0.9955,0.0482,1.0000,1.0436
3-GG663497.1-2506181:2509991,3810,0.9816,0.0538,1.0000,1.0354
0-AM408590.1-4345604:4345841,237,0.9959,0.0386,1.0000,1.0345
0-AM408590.1-879907:880531,624,0.9958,0.0407,1.0000,1.0365
0-AM408590.1-3065256:3065640,384,0.9954,0.0385,1.0000,1.0339
0-AM408590.1-3067422:3067854,432,0.9964,0.0355,1.0000,1.0319
0-AM408590.1-3554472:3554742,270,0.9981,0.0351,1.0000,1.0332
0-AM408590.1-394066:394361,295,0.9980,0.0333,1.0000,1.0313
1-CP001662.1-4370299:4373593,3294,0.9930,0.0343,1.0000,1.0273
0-AM408590.1-918515:918752,237,0.9968,0.0292,1.0000,1.0260
0-AM408590.1-3071546:3072580,1034,0.9874,0.0363,1.0000,1.0236
0-AM408590.1-998671:998910,239,0.9954,0.0399,1.0000,1.0353
0-AM408590.1-2764429:2764854,425,0.9970,0.0297,1.0000,1.0267
0-AM408590.1-2192419:2192931,512,0.9988,0.0255,1.0000,1.0243
0-AM408590.1-3066903:3067153,250,0.9949,0.0282,1.0000,1.0230
0-AM408590.1-3069099:3069595,496,0.9930,0.0298,1.0000,1.0228
0-AM408590.1-1195692:1195936,244,0.9941,0.0313,1.0000,1.0254
0-AM408590.1-3241671:3243752,2081,0.9960,0.0234,1.0000,1.0194
0-AM408590.1-3033010:3033242,232,0.9941,0.0276,1.0000,1.0217
0-AM408590.1-3149552:3150000,448,0.9931,0.0298,1.0000,1.0229
0-AM408590.1-3064520:3064871,351,0.9943,0.0250,1.0000,1.0194
0-AM408590.1-504788:505900,1112,0.9943,0.0226,1.0000,1.0169
0-AM408590.1-3866559:3867017,458,0.9959,0.0219,1.0000,1.0179
0-AM408590.1-4011976:4012221,245,0.9956,0.0266,1.0000,1.0222
0-AM408590.1-394620:397594,2974,0.9946,0.0166,1.0000,1.0112
0-AM408590.1-2211043:2212828,1785,0.9970,0.0141,1.0000,1.0111
0-AM408590.1-1003962:1004293,331,0.9879,0.0230,1.0000,1.0108
0-AM408590.1-1647247:1647554,307,0.9985,0.0144,1.0000,1.0129
0-AM408590.1-2657410:2657824,414,0.9963,0.0130,1.0000,1.0093
0-AM408590.1-2245327:2245976,649,0.9972,0.0121,1.0000,1.0093
0-AM408590.1-2795611:2796838,1227,0.9980,0.0089,1.0000,1.0069
0-AM408590.1-3401860:3402133,273,0.9935,0.0183,1.0000,1.0118
0-AM408590.1-2238302:2238655,353,0.9982,0.0114,1.0000,1.0096
0-AM408590.1-2253788:2254023,235,0.9992,0.0103,1.0000,1.0095
0-AM408590.1-92942:93179,237,0.9975,0.0153,1.0000,1.0128
0-AM408590.1-1196043:1198427,2384,0.9980,0.0043,1.0000,1.0024
0-AM408590.1-2834086:2834343,257,0.9996,0.0084,1.0000,1.0080
2-DS985134.1-155047:156256,1209,0.9935,0.0054,1.0000,0.9988
0-AM408590.1-729541:735017,5476,0.9844,0.0140,1.0000,0.9984
0-AM408590.1-3439758:3440890,1132,0.9945,0.0032,1.0000,0.9977
0-AM408590.1-3439274:3439563,289,0.9952,0.0036,1.0000,0.9988
1-CP001662.1-3487673:3487967,294,0.9958,0.0088,1.0000,1.0046
0-AM408590.1-2324181:2324481,300,0.9751,0.0190,1.0000,0.9941
0-AM408590.1-3435304:3435776,472,0.9934,0.0051,1.0000,0.9984
0-AM408590.1-3507151:3509836,2685,0.9879,0.0027,1.0000,0.9906
0-AM408590.1-3082075:3086922,4847,0.9851,0.0036,1.0000,0.9887
0-AM408590.1-1772367:1772633,266,0.9593,0.0143,1.0000,0.9735
