marker,length,identity,coverage,found
0-AM408590.1-2795611:2796838,1227,0.0,0.0,0
0-AM408590.1-3401860:3402133,273,0.0,0.0,0
0-AM408590.1-2238302:2238655,353,0.0,0.0,0
0-AM408590.1-2253788:2254023,235,0.0,0.0,0
0-AM408590.1-92942:93179,237,0.0,0.0,0
0-AM408590.1-1196043:1198427,2384,0.0,0.0,0
0-AM408590.1-2834086:2834343,257,0.0,0.0,0
2-DS985134.1-155047:156256,1209,0.0,0.0,0
0-AM408590.1-729541:735017,5476,0.0,0.0,0
0-AM408590.1-3439758:3440890,1132,0.0,0.0,0
0-AM408590.1-3439274:3439563,289,0.0,0.0,0
1-CP001662.1-3487673:3487967,294,0.0,0.0,0
0-AM408590.1-2324181:2324481,300,0.0,0.0,0
0-AM408590.1-3435304:3435776,472,0.0,0.0,0
0-AM408590.1-3507151:3509836,2685,0.0,0.0,0
0-AM408590.1-3082075:3086922,4847,0.0,0.0,0
0-AM408590.1-1772367:1772633,266,0.0,0.0,0
