signature_id,length,conservation,divergence,fraction_nontarget_hit,score
0-CM002100.1-1724794:1726365,1571,0.9914,0.2336,1.0000,1.2251
0-CM002100.1-2290975:2291283,308,1.0000,0.2234,0.9000,1.2234
0-CM002100.1-3292:3579,287,0.9915,0.2334,1.0000,1.2249
0-CM002100.1-2065209:2065909,700,0.9998,0.2249,1.0000,1.2246
0-CM002100.1-1490444:1491020,576,0.9987,0.2257,1.0000,1.2243
0-CM002100.1-3154297:3154939,642,0.9979,0.2262,1.0000,1.2240
0-CM002100.1-4321295:4322677,1382,0.9917,0.2322,1.0000,1.2239
0-CM002100.1-3401082:3402483,1401,0.9909,0.2329,1.0000,1.2239
0-CM002100.1-2507451:2508174,723,0.9958,0.2278,1.0000,1.2236
0-CM002100.1-1462978:1466542,3564,0.9921,0.2314,1.0000,1.2235
0-CM002100.1-2602410:2603717,1307,0.9928,0.2305,1.0000,1.2233
0-CM002100.1-4302777:4303215,438,0.9997,0.2234,1.0000,1.2231
0-CM002100.1-1779707:1780163,456,0.9952,0.2279,1.0000,1.2230
0-CM002100.1-4197813:4198670,857,0.9948,0.2281,1.0000,1.2229
0-CM002100.1-1123260:1123762,502,0.9999,0.2229,1.0000,1.2228
0-CM002100.1-1208518:1209652,1134,0.9923,0.2304,1.0000,1.2227
1-AWPL01000060.1-156475:161802,5327,0.9789,0.2437,1.0000,1.2226
0-CM002100.1-1849248:1849826,578,0.9999,0.2222,1.0000,1.2221
0-CM002100.1-2064351:2065224,873,0.9998,0.2217,1.0000,1.2215
0-CM002100.1-2072681:2073200,519,0.9974,0.2239,1.0000,1.2213
0-CM002100.1-2467219:2468915,1696,0.9933,0.2279,1.0000,1.2212
0-CM002100.1-194835:195204,369,0.9920,0.2293,1.0000,1.2212
0-CM002100.1-778990:780247,1257,0.9999,0.2213,1.0000,1.2212
0-CM002100.1-2925420:2927811,2391,0.9937,0.2275,1.0000,1.2212
0-CM002100.1-1814078:1815649,1571,0.9928,0.2282,1.0000,1.2210
0-CM002100.1-987553:988231,678,1.0000,0.2210,1.0000,1.2210
0-CM002100.1-3572806:3574281,1475,0.9943,0.2266,1.0000,1.2210
0-CM002100.1-3623844:3624427,583,0.9976,0.2232,1.0000,1.2208
0-CM002100.1-143087:144459,1372,0.9909,0.2296,1.0000,1.2205
0-CM002100.1-3382123:3382695,572,0.9940,0.2262,1.0000,1.2203
0-CM002100.1-4084331:4084691,360,0.9990,0.2210,1.0000,1.2200
0-CM002100.1-1921321:1923225,1904,0.9990,0.2209,1.0000,1.2199
0-CM002100.1-4159271:4159941,670,0.9999,0.2196,1.0000,1.2195
0-CM002100.1-2189101:2189452,351,0.9999,0.2194,1.0000,1.2193
0-CM002100.1-1833193:1833960,767,0.9987,0.2206,1.0000,1.2193
0-CM002100.1-4028607:4029983,1376,0.9918,0.2270,1.0000,1.2189
1-AWPL01000031.1-62940:64595,1655,0.9927,0.2260,1.0000,1.2188
0-CM002100.1-3192960:3195177,2217,0.9949,0.2235,1.0000,1.2184
0-CM002100.1-2779330:2782003,2673,0.9987,0.2195,1.0000,1.2181
0-CM002100.1-1455238:1455969,731,1.0000,0.2179,1.0000,1.2179
0-CM002100.1-2891520:2894073,2553,0.9923,0.2256,1.0000,1.2179
0-CM002100.1-458129:458882,753,0.9972,0.2207,1.0000,1.2178
0-CM002100.1-742575:743846,1271,0.9961,0.2216,1.0000,1.2177
0-CM002100.1-3201818:3203057,1239,0.9985,0.2188,1.0000,1.2173
0-CM002100.1-691939:692823,884,1.0000,0.2173,1.0000,1.2172
0-CM002100.1-164033:166106,2073,0.9947,0.2224,1.0000,1.2171
0-CM002100.1-556014:557740,1726,0.9927,0.2242,1.0000,1.2169
0-CM002100.1-1821453:1828538,7085,0.9862,0.2307,1.0000,1.2169
0-CM002100.1-3587646:3588755,1109,0.9943,0.2224,1.0000,1.2167
0-CM002100.1-3216019:3216947,928,0.9946,0.2219,1.0000,1.2165
0-CM002100.1-3642442:3644436,1994,0.9919,0.2243,1.0000,1.2163
0-CM002100.1-222546:223824,1278,0.9931,0.2231,1.0000,1.2162
0-CM002100.1-3645949:3647969,2020,0.9931,0.2230,1.0000,1.2161
0-CM002100.1-3015948:3019485,3537,0.9900,0.2259,1.0000,1.2159
0-CM002100.1-2738972:2739455,483,0.9927,0.2231,1.0000,1.2158
1-AWPL01000031.1-68707:71416,2709,0.9861,0.2297,1.0000,1.2158
0-CM002100.1-619383:620751,1368,0.9931,0.2223,1.0000,1.2155
0-CM002100.1-1913799:1914134,335,0.9966,0.2187,1.0000,1.2153
0-CM002100.1-788872:789281,409,0.9996,0.2156,1.0000,1.2153
0-CM002100.1-1763638:1764207,569,0.9999,0.2149,1.0000,1.2147
0-CM002100.1-2448648:2449056,408,0.9999,0.2145,1.0000,1.2144
0-CM002100.1-1402797:1403224,427,0.9903,0.2241,1.0000,1.2144
0-CM002100.1-3905100:3905569,469,1.0000,0.2134,1.0000,1.2134
0-CM002100.1-1895369:1896084,715,1.0000,0.2134,1.0000,1.2134
0-CM002100.1-4015531:4016098,567,0.9996,0.2138,1.0000,1.2134
0-CM002100.1-634897:639609,4712,0.9910,0.2223,1.0000,1.2133
0-CM002100.1-1817343:1818453,1110,0.9926,0.2205,1.0000,1.2131
0-CM002100.1-195780:197029,1249,0.9872,0.2257,1.0000,1.2130
0-CM002100.1-605462:606239,777,0.9975,0.2154,1.0000,1.2129
0-CM002100.1-3770893:3771624,731,0.9920,0.2208,1.0000,1.2128
0-CM002100.1-6161:7867,1706,0.9966,0.2158,1.0000,1.2124
0-CM002100.1-964314:965467,1153,0.9942,0.2180,1.0000,1.2122
0-CM002100.1-2288707:2290813,2106,0.9948,0.2170,1.0000,1.2118
0-CM002100.1-963786:964191,405,1.0000,0.2117,1.0000,1.2117
0-CM002100.1-594015:595404,1389,0.9960,0.2155,1.0000,1.2115
0-CM002100.1-4133213:4134290,1077,0.9944,0.2166,1.0000,1.2110
1-AWPL01000019.1-41043:42835,1792,0.9888,0.2221,1.0000,1.2109
0-CM002100.1-3676413:3677804,1391,0.9925,0.2182,1.0000,1.2108
0-CM002100.1-201344:202276,932,0.9997,0.2107,1.0000,1.2105
0-CM002100.1-2349610:2350153,543,1.0000,0.2105,1.0000,1.2105
0-CM002100.1-1738834:1739580,746,1.0000,0.2103,1.0000,1.2102
0-CM002100.1-752373:753361,988,0.9954,0.2148,1.0000,1.2101
0-CM002100.1-735477:736447,970,0.9939,0.2162,1.0000,1.2101
0-CM002100.1-4245264:4245767,503,1.0000,0.2100,1.0000,1.2100
0-CM002100.1-3408179:3408550,371,0.9924,0.2174,1.0000,1.2097
0-CM002100.1-4036168:4036630,462,0.9932,0.2165,1.0000,1.2096
0-CM002100.1-2763142:2764431,1289,0.9975,0.2119,1.0000,1.2094
0-CM002100.1-2455118:2456156,1038,0.9958,0.2134,1.0000,1.2092
0-CM002100.1-1288240:1289649,1409,0.9981,0.2110,1.0000,1.2091
0-CM002100.1-1140891:1141183,292,1.0000,0.2089,1.0000,1.2089
0-CM002100.1-166:911,745,0.9995,0.2094,1.0000,1.2089
0-CM002100.1-156653:157409,756,0.9931,0.2157,1.0000,1.2088
0-CM002100.1-4098498:4099836,1338,0.9990,0.2098,1.0000,1.2087
0-CM002100.1-333432:333880,448,0.9999,0.2085,1.0000,1.2084
0-CM002100.1-2785060:2785459,399,1.0000,0.2074,1.0000,1.2074
0-CM002100.1-2672515:2673182,667,0.9999,0.2074,1.0000,1.2073
0-CM002100.1-2746960:2747976,1016,0.9984,0.2086,1.0000,1.2069
0-CM002100.1-3420588:3421436,848,0.9999,0.2069,1.0000,1.2068
0-CM002100.1-3212513:3213341,828,0.9956,0.2111,1.0000,1.2067
0-CM002100.1-1251679:1253462,1783,0.9934,0.2130,1.0000,1.2064
0-CM002100.1-939662:940704,1042,0.9950,0.2114,1.0000,1.2064
0-CM002100.1-3381575:3382090,515,0.9999,0.2062,1.0000,1.2061
0-CM002100.1-1423906:1428562,4656,0.9921,0.2139,1.0000,1.2060
0-CM002100.1-4219232:4219810,578,0.9989,0.2070,1.0000,1.2059
0-CM002100.1-938761:939522,761,0.9932,0.2127,1.0000,1.2058
0-CM002100.1-1013284:1014275,991,0.9968,0.2088,1.0000,1.2056
0-CM002100.1-568502:572395,3893,0.9829,0.2223,1.0000,1.2052
0-CM002100.1-3008461:3008679,218,0.9920,0.2131,1.0000,1.2051
0-CM002100.1-3010709:3011344,635,0.9920,0.2130,1.0000,1.2050
0-CM002100.1-1149273:1151551,2278,0.9870,0.2179,1.0000,1.2049
0-CM002100.1-494306:498005,3699,0.9940,0.2108,1.0000,1.2048
0-CM002100.1-1355268:1356846,1578,0.9944,0.2102,1.0000,1.2046
0-CM002100.1-627134:630139,3005,0.9911,0.2135,1.0000,1.2046
0-CM002100.1-4140845:4143308,2463,0.9934,0.2111,1.0000,1.2045
0-CM002100.1-3512940:3513732,792,0.9959,0.2084,1.0000,1.2043
0-CM002100.1-4099938:4101172,1234,0.9956,0.2088,1.0000,1.2043
0-CM002100.1-2032436:2039327,6891,0.9888,0.2154,1.0000,1.2043
0-CM002100.1-2407995:2410193,2198,0.9919,0.2123,1.0000,1.2041
0-CM002100.1-1257887:1259451,1564,0.9992,0.2049,1.0000,1.2041
0-CM002100.1-3885459:3885836,377,1.0000,0.2041,1.0000,1.2041
0-CM002100.1-2744985:2746721,1736,0.9949,0.2092,1.0000,1.2041
0-CM002100.1-876344:878541,2197,0.9966,0.2071,1.0000,1.2037
0-CM002100.1-1064092:1064445,353,0.9999,0.2037,1.0000,1.2036
0-CM002100.1-1164378:1165383,1005,0.9981,0.1910,1.0000,1.1891
0-CM002100.1-3962807:3963066,259,0.9900,0.2135,1.0000,1.2035
0-CM002100.1-26052:26910,858,0.9952,0.2083,1.0000,1.2035
0-CM002100.1-2332434:2332785,351,1.0000,0.2034,1.0000,1.2034
0-CM002100.1-2442517:2448346,5829,0.9900,0.2130,1.0000,1.2030
0-CM002100.1-4136907:4140775,3868,0.9919,0.2108,1.0000,1.2028
0-CM002100.1-3865163:3866208,1045,0.9999,0.2027,1.0000,1.2026
0-CM002100.1-4405988:4406707,719,0.9969,0.2056,1.0000,1.2026
0-CM002100.1-3996801:3997372,571,0.9999,0.2021,1.0000,1.2020
0-CM002100.1-3027091:3028313,1222,0.9883,0.2137,1.0000,1.2020
0-CM002100.1-2734975:2735772,797,1.0000,0.2019,1.0000,1.2019
0-CM002100.1-4117715:4118034,319,0.9976,0.2042,1.0000,1.2018
0-CM002100.1-3634635:3636661,2026,0.9860,0.2156,1.0000,1.2016
0-CM002100.1-3975257:3977154,1897,0.9935,0.2081,1.0000,1.2016
0-CM002100.1-3419826:3420393,567,0.9983,0.2032,1.0000,1.2015
0-CM002100.1-3854562:3857220,2658,0.9907,0.2102,1.0000,1.2009
0-CM002100.1-1770663:1772014,1351,0.9953,0.2055,1.0000,1.2008
0-CM002100.1-4307444:4307822,378,0.9990,0.2019,1.0000,1.2008
0-CM002100.1-776572:777817,1245,0.9944,0.2063,1.0000,1.2007
0-CM002100.1-4042958:4045491,2533,0.9906,0.2101,1.0000,1.2007
0-CM002100.1-4304951:4306327,1376,0.9895,0.2111,1.0000,1.2006
0-CM002100.1-1918533:1921136,2603,0.9897,0.2108,1.0000,1.2005
0-CM002100.1-690959:691880,921,0.9960,0.2043,1.0000,1.2004
0-CM002100.1-1875825:1876890,1065,0.9992,0.2010,1.0000,1.2002
0-CM002100.1-1794632:1795429,797,0.9999,0.2001,1.0000,1.2001
0-CM002100.1-269343:273308,3965,0.9907,0.2093,1.0000,1.2000
0-CM002100.1-3903322:3904152,830,0.9985,0.2013,1.0000,1.1998
0-CM002100.1-4117014:4117367,353,1.0000,0.1994,1.0000,1.1994
0-CM002100.1-610798:613696,2898,0.9924,0.2069,1.0000,1.1993
0-CM002100.1-592300:593710,1410,0.9951,0.2042,1.0000,1.1993
0-CM002100.1-921687:922374,687,0.9946,0.2047,1.0000,1.1993
0-CM002100.1-3213671:3214243,572,0.9961,0.2030,1.0000,1.1991
0-CM002100.1-4235804:4236604,800,0.9914,0.2076,1.0000,1.1990
0-CM002100.1-3798955:3801964,3009,0.9913,0.2076,1.0000,1.1989
0-CM002100.1-3668413:3669117,704,0.9938,0.2049,1.0000,1.1987
0-CM002100.1-1862292:1863638,1346,0.9998,0.1984,1.0000,1.1982
0-CM002100.1-561865:563278,1413,0.9934,0.2046,1.0000,1.1980
0-CM002100.1-3155210:3155628,418,0.9984,0.1995,1.0000,1.1979
0-CM002100.1-1851353:1852888,1535,0.9999,0.1980,1.0000,1.1979
0-CM002100.1-2092471:2093411,940,0.9982,0.1996,1.0000,1.1978
0-CM002100.1-1755587:1755893,306,0.9947,0.2026,1.0000,1.1973
0-CM002100.1-1485047:1489148,4101,0.9915,0.2057,1.0000,1.1971
0-CM002100.1-3604635:3605018,383,0.9949,0.2022,1.0000,1.1971
0-CM002100.1-1803069:1804078,1009,0.9961,0.2008,1.0000,1.1969
0-CM002100.1-1114792:1115766,974,0.9944,0.2025,1.0000,1.1968
0-CM002100.1-309832:311012,1180,0.9928,0.2039,1.0000,1.1967
0-CM002100.1-3012223:3013200,977,0.9900,0.2067,1.0000,1.1967
0-CM002100.1-1014314:1016489,2175,0.9897,0.2067,1.0000,1.1964
0-CM002100.1-3675819:3676144,325,1.0000,0.1963,1.0000,1.1963
0-CM002100.1-4157465:4158651,1186,0.9951,0.2009,1.0000,1.1960
0-CM002100.1-2352198:2354247,2049,0.9954,0.2006,1.0000,1.1960
0-CM002100.1-4016898:4017485,587,0.9999,0.1961,1.0000,1.1959
0-CM002100.1-1121406:1123042,1636,0.9980,0.1978,1.0000,1.1958
0-CM002100.1-1497643:1500140,2497,0.9997,0.1960,1.0000,1.1958
0-CM002100.1-647227:647893,666,1.0000,0.1956,1.0000,1.1956
0-CM002100.1-3978461:3980860,2399,0.9914,0.2042,1.0000,1.1955
1-AWPL01000069.1-96326:96797,471,0.9959,0.1996,1.0000,1.1955
0-CM002100.1-168081:169918,1837,0.9930,0.2025,1.0000,1.1954
0-CM002100.1-3104788:3105576,788,0.9884,0.2068,1.0000,1.1952
0-CM002100.1-4400577:4403114,2537,0.9916,0.2035,1.0000,1.1951
0-CM002100.1-1038937:1039206,269,1.0000,0.1952,1.0000,1.1951
0-CM002100.1-152315:154799,2484,0.9927,0.2024,1.0000,1.1951
0-CM002100.1-3003994:3005862,1868,0.9996,0.1953,1.0000,1.1948
0-CM002100.1-3674746:3675428,682,0.9998,0.1947,1.0000,1.1946
0-CM002100.1-1200489:1201443,954,0.9949,0.1993,1.0000,1.1942
0-CM002100.1-2685148:2686551,1403,0.9919,0.2022,1.0000,1.1942
0-CM002100.1-3640993:3641313,320,0.9979,0.1963,1.0000,1.1942
0-CM002100.1-383956:384262,306,0.9999,0.1943,1.0000,1.1942
0-CM002100.1-3033950:3037105,3155,0.9920,0.2022,1.0000,1.1941
0-CM002100.1-293532:295322,1790,0.9955,0.1985,1.0000,1.1940
0-CM002100.1-1587342:1589399,2057,0.9955,0.1985,1.0000,1.1940
0-CM002100.1-2111085:2112347,1262,0.9971,0.1966,1.0000,1.1936
0-CM002100.1-512649:512909,260,1.0000,0.1937,1.0000,1.1936
0-CM002100.1-3099605:3100082,477,0.9986,0.1950,1.0000,1.1935
0-CM002100.1-3710388:3710762,374,1.0000,0.1934,1.0000,1.1934
0-CM002100.1-969529:971012,1483,0.9907,0.2027,1.0000,1.1934
0-CM002100.1-2523069:2527703,4634,0.9892,0.2042,1.0000,1.1933
0-CM002100.1-3689058:3689950,892,0.9975,0.1958,1.0000,1.1933
0-CM002100.1-4058914:4062121,3207,0.9860,0.2073,1.0000,1.1933
0-CM002100.1-1467821:1468702,881,0.9980,0.1949,1.0000,1.1929
0-CM002100.1-3085942:3087455,1513,0.9968,0.1961,1.0000,1.1929
0-CM002100.1-3657271:3658814,1543,0.9935,0.1993,1.0000,1.1928
0-CM002100.1-4271051:4271741,690,0.9969,0.1959,1.0000,1.1928
0-CM002100.1-438652:439481,829,0.9965,0.1960,1.0000,1.1924
1-AWPL01000004.1-95230:97772,2542,0.9992,0.1931,1.0000,1.1923
0-CM002100.1-1353975:1354298,323,1.0000,0.1921,1.0000,1.1921
0-CM002100.1-1453638:1454091,453,0.9951,0.1969,1.0000,1.1920
0-CM002100.1-68327:68814,487,0.9974,0.1944,0.9500,1.1917
0-CM002100.1-1147129:1147730,601,0.9991,0.1928,1.0000,1.1919
0-CM002100.1-3830512:3831341,829,0.9999,0.1919,1.0000,1.1919
0-CM002100.1-2350489:2351388,899,0.9998,0.1920,1.0000,1.1918
0-CM002100.1-3468512:3469785,1273,0.9942,0.1974,1.0000,1.1917
0-CM002100.1-4092583:4096298,3715,0.9850,0.2064,1.0000,1.1914
0-CM002100.1-3641726:3642277,551,0.9999,0.1915,1.0000,1.1914
0-CM002100.1-16370:19220,2850,0.9946,0.1968,1.0000,1.1914
0-CM002100.1-3326011:3328386,2375,0.9935,0.1978,1.0000,1.1913
0-CM002100.1-2694042:2696665,2623,0.9911,0.2002,1.0000,1.1913
0-CM002100.1-2812564:2815355,2791,0.9959,0.1954,1.0000,1.1913
0-CM002100.1-1756706:1757676,970,0.9919,0.1993,1.0000,1.1911
0-CM002100.1-1813258:1814065,807,0.9942,0.1969,1.0000,1.1911
0-CM002100.1-1911257:1912409,1152,0.9985,0.1924,1.0000,1.1910
0-CM002100.1-3145824:3148820,2996,0.9913,0.1996,1.0000,1.1909
0-CM002100.1-2406893:2407455,562,0.9900,0.2008,1.0000,1.1908
0-CM002100.1-558675:560358,1683,0.9929,0.1975,1.0000,1.1904
0-CM002100.1-1670132:1671530,1398,0.9937,0.1966,1.0000,1.1902
0-CM002100.1-3177825:3178084,259,1.0000,0.1902,1.0000,1.1902
0-CM002100.1-3655295:3657178,1883,0.9918,0.1984,1.0000,1.1901
0-CM002100.1-1756132:1756575,443,0.9997,0.1903,1.0000,1.1900
0-CM002100.1-3644892:3645811,919,0.9999,0.1900,1.0000,1.1899
0-CM002100.1-4394896:4400368,5472,0.9859,0.2038,1.0000,1.1897
0-CM002100.1-3144697:3145679,982,0.9950,0.1946,1.0000,1.1896
0-CM002100.1-1039276:1040836,1560,0.9892,0.2003,1.0000,1.1895
0-CM002100.1-4152944:4153267,323,0.9966,0.1929,1.0000,1.1895
0-CM002100.1-3214463:3214931,468,0.9982,0.1911,1.0000,1.1893
0-CM002100.1-912574:915775,3201,0.9907,0.1986,1.0000,1.1893
0-CM002100.1-848372:848599,227,1.0000,0.1892,1.0000,1.1892
0-CM002100.1-3852868:3853519,651,0.9958,0.1933,1.0000,1.1891
0-CM002100.1-1102466:1104384,1918,0.9945,0.1946,1.0000,1.1890
0-CM002100.1-382491:383921,1430,0.9992,0.1897,1.0000,1.1889
0-CM002100.1-1349476:1351297,1821,0.9952,0.1932,0.9500,1.1884
0-CM002100.1-3053917:3054961,1044,0.9946,0.1943,1.0000,1.1888
0-CM002100.1-1345739:1347684,1945,0.9663,0.2225,1.0000,1.1888
0-CM002100.1-1213016:1213885,869,0.9981,0.1906,1.0000,1.1887
