marker,length,identity,coverage,found
1-NC_011415.1-4160828:4161220,392,0.0,0.0,0
1-NC_011415.1-21632:21902,270,0.0,0.0,0
1-NC_011415.1-1287392:1287659,267,0.0,0.0,0
2-NC_013364.1-3908996:3912150,3154,0.0,0.0,0
0-NC_004741.1-1204115:1205284,1169,0.0,0.0,0
1-NC_011415.1-4164764:4165292,528,0.0,0.0,0
1-NC_011415.1-2420865:2421372,507,0.0,0.0,0
1-NC_011415.1-488560:489001,441,0.0,0.0,0
1-NC_011415.1-4164105:4164598,493,0.0,0.0,0
1-NC_011415.1-240684:241184,500,0.0,0.0,0
1-NC_011415.1-241287:241887,600,0.0,0.0,0
1-NC_011415.1-940418:941574,1156,0.0,0.0,0
