signature_id,length,conservation,divergence,fraction_nontarget_hit,score
0-NC_004741.1-1079044:1079299,255,1.0000,0.0231,1.0000,1.0231
1-NC_011415.1-3684563:3685017,454,0.9981,0.0248,1.0000,1.0229
0-NC_004741.1-444948:445206,258,0.9873,0.0337,0.9474,1.0209
1-NC_011415.1-278512:278751,239,0.9976,0.0229,1.0000,1.0205
1-NC_011415.1-3096162:3096369,207,0.9997,0.0094,0.5789,1.0091
0-NC_004741.1-161230:161510,280,0.9990,0.0209,1.0000,1.0198
1-NC_011415.1-694141:694595,454,0.9817,0.0370,1.0000,1.0187
1-NC_011415.1-2422193:2422544,351,0.9974,0.0213,1.0000,1.0186
1-NC_011415.1-2751932:2752159,227,0.9969,0.0197,0.9474,1.0166
1-NC_011415.1-285310:285754,444,0.9735,0.0411,0.9474,1.0146
1-NC_011415.1-3508975:3511285,2310,0.9702,0.0437,1.0000,1.0139
1-NC_011415.1-1081685:1082472,787,0.9356,0.0775,0.6316,1.0131
1-NC_011415.1-1399644:1399856,212,0.9983,0.0142,1.0000,1.0125
1-NC_011415.1-2730950:2731454,504,0.9874,0.0197,0.3158,1.0071
0-NC_004741.1-397785:398027,242,0.9953,0.0161,1.0000,1.0114
1-NC_011415.1-4723318:4723582,264,0.9978,0.0134,1.0000,1.0112
1-NC_011415.1-2478249:2478506,257,0.9967,0.0137,1.0000,1.0104
1-NC_011415.1-3455896:3456171,275,0.9278,0.0821,1.0000,1.0099
1-NC_011415.1-1414633:1414878,245,0.9956,0.0116,0.4211,1.0072
2-NC_013364.1-3959342:3959542,200,0.9779,0.0287,0.4211,1.0065
1-NC_011415.1-1014609:1014880,271,0.9968,0.0085,1.0000,1.0054
1-NC_011415.1-726979:727675,696,0.9956,0.0083,0.4737,1.0039
0-NC_004741.1-211059:211326,267,0.9992,0.0043,1.0000,1.0035
0-NC_004741.1-186631:186874,243,0.9885,0.0141,1.0000,1.0026
1-NC_011415.1-4022294:4022616,322,0.9876,0.0095,0.3684,0.9971
2-NC_013364.1-154894:155314,420,0.8560,0.1297,0.8947,0.9857
1-NC_011415.1-152803:153280,477,0.8567,0.1007,0.6316,0.9574
0-NC_004741.1-1740630:1740954,324,0.9259,0.0309,1.0000,0.9568
1-NC_011415.1-151699:152321,622,0.8562,0.1000,0.6316,0.9562
1-NC_011415.1-1982328:1982547,219,0.9172,0.0288,0.6842,0.9460
1-NC_011415.1-3896626:3897248,622,0.9358,0.0129,0.2105,0.9488
1-NC_011415.1-2744741:2745269,528,0.9275,0.0140,0.4211,0.9414
1-NC_011415.1-3124345:3125048,703,0.9211,0.0237,0.3158,0.9447
1-NC_011415.1-3449090:3450364,1274,0.9141,0.0258,1.0000,0.9399
2-NC_013364.1-4221436:4221791,355,0.9044,0.0338,0.4737,0.9382
0-NC_004741.1-2458650:2458928,278,0.9255,0.0080,0.3684,0.9334
1-NC_011415.1-489844:490538,694,0.9264,0.0025,0.2105,0.9289
2-NC_013364.1-4581846:4584405,2559,0.8371,0.0885,1.0000,0.9256
1-NC_011415.1-4262627:4262925,298,0.8504,0.0553,0.5789,0.9057
1-NC_011415.1-3451661:3454569,2908,0.8665,0.0481,1.0000,0.9145
1-NC_011415.1-4248462:4249065,603,0.8535,0.0575,0.3684,0.9110
1-NC_011415.1-3450907:3451148,241,0.8666,0.0306,0.7895,0.8972
1-NC_011415.1-4160828:4161220,392,0.8557,0.0314,0.2105,0.8871
1-NC_011415.1-21632:21902,270,0.8558,0.0386,0.5789,0.8944
1-NC_011415.1-1287392:1287659,267,0.8566,0.0134,0.1579,0.8700
2-NC_013364.1-3908996:3912150,3154,0.8701,0.0232,0.3158,0.8933
0-NC_004741.1-1204115:1205284,1169,0.8607,0.0254,0.5789,0.8861
1-NC_011415.1-4164764:4165292,528,0.8546,0.0218,0.3684,0.8764
1-NC_011415.1-2420865:2421372,507,0.8571,0.0044,0.2105,0.8615
1-NC_011415.1-488560:489001,441,0.8570,0.0048,0.2105,0.8618
1-NC_011415.1-4164105:4164598,493,0.8232,0.0326,0.3684,0.8558
1-NC_011415.1-240684:241184,500,0.8571,0.0002,0.1579,0.8574
1-NC_011415.1-241287:241887,600,0.8562,0.0002,0.1053,0.8564
1-NC_011415.1-940418:941574,1156,0.8377,0.0065,0.5263,0.8441
