fasta_header,length,conservation,f_tar_hits,divergence,f_neg_hits,avg_repeats_tar,avg_pident_tar,avg_repeats_neg,avg_pident_neg,rep_ratio,n_nodes
0-NC_002655.2-1215643:1216127,484,0.9979338842975206,1.0,0.05721003134796238,1.0,2.0,0.5237603305785123,2.7586206896551726,0.4114716918400304,0.75,5
0-NC_002655.2-3059508:3059861,353,0.9879603399433428,1.0,0.06691413500048843,1.0,1.75,0.9114730878186968,2.0689655172413794,0.8208785125850672,0.75,4
0-NC_002655.2-1037285:1037641,356,0.9992977528089888,1.0,0.05492057342115459,1.0,1.0,0.9992977528089888,1.0689655172413792,0.8741282448663309,1.0,4
0-NC_002655.2-3946522:3946775,253,0.9980237154150198,1.0,0.05601744582254327,1.0,3.75,0.3271574440052701,2.5172413793103448,0.4524669483440098,0.75,3
0-NC_002655.2-4449809:4450123,314,0.9968152866242038,1.0,0.056446299143421926,1.0,2.5,0.5636942675159236,2.3448275862068964,0.5274361227029797,0.75,4
0-NC_002655.2-5362811:5363111,300,0.9983333333333333,1.0,0.054022988505747126,1.0,3.25,0.36520833333333336,3.6551724137931036,0.33951532567049814,0.75,4
1-NC_002695.1-1857933:1858366,433,0.9988452655889145,1.0,0.05184359321493987,1.0,6.25,0.23753849114703615,3.6551724137931036,0.14643625069682248,1.0,6
0-NC_002655.2-4255888:4256710,822,0.9954379562043796,1.0,0.0551220739994966,1.0,2.5,0.4286800486618005,1.793103448275862,0.3724026064826468,0.75,8
0-NC_002655.2-3333308:3333659,351,0.9971509971509972,1.0,0.05334512231063955,1.0,11.5,0.19848053181386513,10.655172413793103,0.20112962814112242,0.75,7
0-NC_002655.2-4458775:4459049,274,0.9927007299270073,1.0,0.05650641832368487,1.0,5.5,0.2865832464372611,3.1724137931034484,0.1957561756139657,0.75,3
0-NC_002655.2-5120413:5120739,326,0.9976993865030674,1.0,0.05140681193145759,1.0,2.0,0.5371932515337423,1.896551724137931,0.5905789436570058,1.0,6
0-NC_002655.2-936565:936787,222,1.0,1.0,0.04892823858341099,1.0,3.0,0.4444444444444445,2.896551724137931,0.44308532670601625,1.0,3
0-NC_002655.2-3252127:3252499,372,0.9206989247311828,1.0,0.12764182424916573,0.896551724137931,2.25,0.46393369175627236,1.8076923076923077,0.184656741108354,0.75,4
0-NC_002655.2-64261:64629,368,0.9925271739130435,1.0,0.05472263868065967,0.4827586206896552,2.0,0.8084239130434783,3.7142857142857144,0.6396949404761905,0.75,7
0-NC_002655.2-4774209:4774620,411,0.9951338199513382,1.0,0.05193388707106301,1.0,2.25,0.4863138686131387,2.206896551724138,0.4796193752272282,0.75,5
0-NC_002655.2-3856923:3857194,271,1.0,1.0,0.04606183992874411,1.0,1.0,1.0,1.5862068965517242,0.7205751367858506,1.0,3
0-NC_002655.2-36536:36896,360,0.9986111111111111,1.0,0.046647509578544064,1.0,5.0,0.2485300925925926,4.9655172413793105,0.2467975734355045,0.75,4
0-NC_002655.2-3421469:3421813,344,0.9949127906976745,1.0,0.05032076984763432,1.0,2.0,0.5279796511627907,2.0689655172413794,0.3996591820368885,0.75,4
0-NC_002655.2-1185092:1185362,270,0.9953703703703703,1.0,0.04942528735632184,1.0,2.25,0.5078703703703704,2.9310344827586206,0.40108556832694764,0.75,3
0-NC_002655.2-4729706:4730121,415,0.9993975903614458,1.0,0.044121312837557124,1.0,2.0,0.525,1.9655172413793103,0.48695471541337765,0.75,4
0-NC_002655.2-2598413:2598717,304,0.9983552631578947,1.0,0.04446460980036298,1.0,2.0,0.5386513157894737,2.0,0.5605149727767695,0.75,5
0-NC_002655.2-3966991:3967429,438,0.997716894977169,1.0,0.04503227838135727,1.0,1.0,0.997716894977169,1.0344827586206897,0.9396158085340891,1.0,6
1-NC_002695.1-1855291:1856098,807,0.9987608426270136,1.0,0.04328504892535145,1.0,6.5,0.27932672449401075,6.0344827586206895,0.17306094253280513,0.75,8
0-NC_002655.2-4447204:4447475,271,1.0,1.0,0.041990075073164525,1.0,2.5,0.47847478474784744,2.896551724137931,0.40702803579759933,1.0,3
0-NC_002655.2-168184:168453,269,0.9962825278810409,1.0,0.04563517497756698,1.0,1.0,0.9962825278810409,1.4482758620689655,0.7875486048797163,0.75,5
0-NC_002655.2-5301:5542,241,1.0,1.0,0.04163685791958792,1.0,1.75,0.7946058091286307,2.3793103448275863,0.6200219392378501,1.0,3
0-NC_002655.2-779477:779728,251,0.9970119521912351,1.0,0.04423684572056601,1.0,2.0,0.5323705179282868,2.1379310344827585,0.5019004442002106,0.75,3
0-NC_002655.2-775547:775822,275,0.99,1.0,0.05090909090909091,1.0,1.75,0.6477272727272727,1.4482758620689655,0.7747126436781608,0.75,3
1-NC_002695.1-1833882:1834163,281,0.9991103202846975,1.0,0.041722910786599586,1.0,1.0,0.9991103202846975,1.0,0.9582770892134005,1.0,3
0-NC_002655.2-4132389:4132770,381,0.9967191601049868,1.0,0.043985881075210426,1.0,2.0,0.60498687664042,3.103448275862069,0.37339427399161307,1.0,3
0-NC_002655.2-3681767:3682366,599,0.9979131886477463,1.0,0.0425997351908353,1.0,95.75,0.07723066476610005,95.51724137931035,0.07574634462042365,0.75,6
0-NC_002655.2-3988129:3988333,204,1.0,1.0,0.040398918187964844,1.0,1.0,1.0,1.6206896551724137,0.695233265720081,0.75,3
0-NC_002655.2-2334155:2334420,265,0.9990566037735849,1.0,0.04124918672739102,1.0,6.0,0.4021653189577718,5.344827586206897,0.42061870681909724,1.0,4
0-NC_002655.2-4522269:4523531,1262,0.9467115689381933,1.0,0.09320181430679272,1.0,4.75,0.3786978341257264,3.413793103448276,0.13184554711550722,0.75,15
0-NC_002655.2-3888415:3888756,341,0.9868035190615836,1.0,0.05268480129436748,1.0,2.25,0.6480938416422287,2.0344827586206895,0.6878686756328581,0.75,4
0-NC_002655.2-4918788:4919121,333,1.0,1.0,0.03945324634979808,1.0,9.5,0.2517642642642643,10.793103448275861,0.23374202282248258,1.0,4
0-NC_002655.2-4920512:4920890,378,0.9973544973544973,1.0,0.040868454661558105,1.0,1.0,0.9973544973544973,1.6206896551724137,0.6803503010399562,0.75,5
0-NC_002655.2-169977:170258,281,0.998220640569395,1.0,0.0397594796907596,1.0,2.0,0.5364768683274022,1.793103448275862,0.6097680697018039,0.75,4
0-NC_002655.2-169612:169912,300,0.9958333333333333,1.0,0.04195402298850574,1.0,2.25,0.508611111111111,2.7241379310344827,0.4336015325670498,0.75,5
0-NC_002655.2-467603:467848,245,0.9979591836734694,1.0,0.03969035890218156,1.0,3.5,0.35289115646258506,3.103448275862069,0.42065145269930637,1.0,3
0-NC_002655.2-959783:960169,386,0.9961139896373057,1.0,0.04118277648740397,1.0,2.75,0.40630397236614857,2.7241379310344827,0.43181019593830017,0.75,7
1-NC_002695.1-1842270:1842569,299,0.9966555183946488,1.0,0.04036443316803137,1.0,4.25,0.30641025641025643,4.310344827586207,0.2989735901280129,1.0,3
0-NC_002655.2-2931936:2932238,302,0.9834437086092715,1.0,0.052980132450331126,1.0,4.25,0.30070364238410596,4.482758620689655,0.28070716297480397,0.75,3
0-NC_002655.2-4000063:4000348,285,0.9991228070175439,1.0,0.03726557773744707,0.9655172413793104,1.5,0.7701754385964912,1.0714285714285714,0.9303884711779449,0.75,5
0-NC_002655.2-4374596:4374816,220,1.0,1.0,0.03589341692789969,1.0,3.5,0.3877840909090909,2.9655172413793105,0.42811128526645775,1.0,3
0-NC_002655.2-2443618:2443843,225,1.0,1.0,0.03586206896551724,1.0,11.5,0.409035409035409,12.0,0.39239132272988714,1.0,3
0-NC_002655.2-4361558:4361795,237,0.9989451476793249,1.0,0.03681070856976575,1.0,3.25,0.4000527426160337,2.1724137931034484,0.19159513070468984,1.0,3
0-NC_002655.2-3653938:3654449,511,0.9985322896281801,1.0,0.03684459140292867,1.0,2.25,0.4885844748858447,3.4482758620689653,0.23601794992914504,0.75,5
0-NC_002655.2-4963956:4964309,353,0.9922096317280453,1.0,0.04278597245286705,1.0,1.0,0.9922096317280453,1.1724137931034482,0.8490280355572921,0.75,4
1-NC_002695.1-3785544:3785798,254,0.9990157480314961,1.0,0.03584034754276405,1.0,6.0,0.23015091863517062,6.724137931034483,0.21709928794167188,0.75,4
0-NC_002655.2-768977:769324,347,0.9949567723342939,1.0,0.0398489516048892,1.0,8.5,0.19314283219182352,9.206896551724139,0.13559280909226254,0.75,6
0-NC_002655.2-1325214:1325530,316,0.9920886075949367,1.0,0.04201222173723265,1.0,2.0,0.526503164556962,2.0,0.509384548232213,0.75,4
0-NC_002655.2-960616:960979,363,0.9979338842975206,1.0,0.03600265982711124,1.0,2.75,0.4194214876033058,2.7241379310344827,0.4210838795478294,0.75,4
0-NC_002655.2-819856:820179,323,0.9984520123839009,1.0,0.03523006298708231,1.0,2.0,0.6726006191950464,1.9310344827586208,0.6439094694138998,0.75,4
0-NC_002655.2-4376050:4376321,271,0.9990774907749077,1.0,0.034355515968952796,1.0,1.0,0.9990774907749077,1.3793103448275863,0.8095601645671628,1.0,3
0-NC_002655.2-5254025:5254246,221,0.998868778280543,1.0,0.03385863629271337,1.0,4.5,0.29937782805429863,2.9655172413793105,0.3989571956103397,1.0,3
1-NC_002695.1-2002170:2002392,222,0.9988738738738738,1.0,0.03355079217148183,1.0,3.0,0.3945195195195196,3.310344827586207,0.37907217562389967,0.75,3
0-NC_002655.2-4716295:4716613,318,0.9992138364779874,1.0,0.03318152244632401,0.8275862068965517,1.0,0.9992138364779874,1.0833333333333333,0.8349056603773585,0.75,4
0-NC_002655.2-3504032:3504272,240,0.9979166666666667,1.0,0.034195402298850576,1.0,5.0,0.34875,5.103448275862069,0.3290455665024631,0.75,5
2-NC_007606.1-1286332:1286722,390,0.9865384615384616,1.0,0.04491600353669319,0.5862068965517241,6.25,0.6839636752136752,4.235294117647059,0.3058688696923991,0.5,4
0-NC_002655.2-299052:299274,222,0.9887387387387387,1.0,0.04193849021435228,1.0,1.25,0.8800675675675675,1.4482758620689655,0.7855700528114321,0.75,3
0-NC_002655.2-4514061:4514584,523,0.9952198852772467,1.0,0.03514208478934529,1.0,4.75,0.31598948374760993,5.620689655172414,0.26769709927882274,0.75,8
0-NC_002655.2-3244147:3244402,255,0.9970588235294118,1.0,0.03286004056795132,1.0,3.5,0.3568627450980392,3.4827586206896552,0.3634753211629479,0.75,3
0-NC_002655.2-3438437:3438772,335,0.9985074626865672,1.0,0.03067421513124035,1.0,2.0,0.5410447761194029,1.8620689655172413,0.556407617086979,1.0,4
0-NC_002655.2-1213725:1214016,291,0.9939862542955327,1.0,0.03507524588221353,1.0,1.0,0.9939862542955327,1.2758620689655173,0.8385472212347435,0.75,3
0-NC_002655.2-3700179:3700408,229,0.9989082969432315,1.0,0.029814786929679267,1.0,5.5,0.25900655021834057,5.344827586206897,0.26022490158538947,0.75,4
0-NC_002655.2-856259:857458,1199,0.9947873227689742,1.0,0.03344741307411349,1.0,2.75,0.38573811509591327,1.9655172413793103,0.18023640389980156,0.75,12
0-NC_002655.2-970961:971249,288,0.9965277777777778,1.0,0.03160919540229885,1.0,2.0,0.5325520833333334,1.2758620689655173,0.8543462643678161,0.75,3
1-NC_002695.1-2138297:2138664,367,0.9925068119891008,1.0,0.03438880015033355,1.0,3.5,0.38419618528610355,3.413793103448276,0.3670565943186445,0.75,4
0-NC_002655.2-3142551:3142826,275,1.0,1.0,0.02670846394984326,1.0,1.0,1.0,1.0689655172413792,0.9430721003134797,1.0,3
0-NC_002655.2-2483054:2483296,242,0.9886363636363636,1.0,0.03790253633513821,1.0,2.0,0.609504132231405,1.4137931034482758,0.7951220670656407,0.75,3
0-NC_002655.2-4313968:4314203,235,0.9989361702127659,1.0,0.027586206896551727,1.0,3.25,0.39929078014184394,3.689655172413793,0.420586940572267,1.0,3
0-NC_002655.2-4195057:4195389,332,0.9984939759036144,1.0,0.027939343581221437,1.0,1.0,0.9984939759036144,1.206896551724138,0.8771292064810968,1.0,5
0-NC_002655.2-3073554:3073950,396,0.9974747474747475,1.0,0.028561476837338905,1.0,6.0,0.2742003367003367,5.862068965517241,0.27645668507737475,1.0,3
0-NC_002655.2-4855505:4855760,255,1.0,1.0,0.025828262339418526,1.0,2.0,0.5392156862745098,2.6206896551724137,0.44003831417624517,1.0,3
0-NC_002655.2-142011:142217,206,1.0,1.0,0.025778372949447605,1.0,4.75,0.28853155339805825,4.689655172413793,0.2970865815358618,1.0,3
0-NC_002655.2-4181800:4182000,200,0.995,1.0,0.03017241379310345,1.0,2.5,0.47166666666666673,2.0344827586206895,0.5986494252873564,0.75,3
0-NC_002655.2-4775548:4775774,226,0.9988938053097345,1.0,0.025938358254501068,1.0,2.0,0.5459070796460177,2.1379310344827585,0.5107822195097141,0.75,3
1-NC_002695.1-2139392:2139747,355,0.997887323943662,1.0,0.02680913064594463,0.9655172413793104,1.75,0.6496478873239436,1.1785714285714286,0.8912474849094568,0.75,7
0-NC_002655.2-3371072:3371339,267,1.0,1.0,0.024667441560118818,1.0,4.75,0.4330524344569288,5.689655172413793,0.37390361801442784,1.0,4
0-NC_002655.2-2510682:2510927,245,0.9989795918367347,1.0,0.025475017593244192,1.0,1.75,0.6530612244897959,2.206896551724138,0.4962233169129721,1.0,4
0-NC_002655.2-5476183:5476411,228,0.9967105263157895,1.0,0.02752571082879613,1.0,3.75,0.47481725146198833,3.6551724137931036,0.35082966035779095,0.75,6
0-NC_002655.2-1776549:1776780,231,0.9989177489177489,1.0,0.025078369905956112,1.0,2.75,0.42640692640692646,1.9310344827586208,0.6391750012439669,0.75,3
0-NC_002655.2-4715338:4715616,278,1.0,1.0,0.023939469114363683,1.0,2.0,0.5323741007194245,2.206896551724138,0.49117257917803686,1.0,5
0-NC_002655.2-4847512:4847884,372,0.9979838709677419,1.0,0.025583982202447165,0.41379310344827586,1.75,0.647513440860215,1.4166666666666667,0.7538082437275986,1.0,3
0-NC_002655.2-3260851:3261147,296,0.9907094594594594,1.0,0.032851817334575956,1.0,1.0,0.9907094594594594,1.0,0.967148182665424,0.75,3
0-NC_002655.2-4539408:4539705,297,0.9991582491582491,1.0,0.024381748519679555,0.9655172413793104,1.25,0.8834175084175084,1.4285714285714286,0.7821669071669072,1.0,3
1-NC_002695.1-2132101:2132635,534,0.9990636704119851,1.0,0.02434456928838951,1.0,2.75,0.4009051186017478,2.3448275862068964,0.45152503336346805,0.75,8
0-NC_002655.2-3318521:3318818,297,0.9991582491582491,1.0,0.024033437826541278,1.0,1.0,0.9991582491582491,1.3448275862068966,0.8308371066991757,0.75,5
0-NC_002655.2-1166373:1166683,310,0.9975806451612903,1.0,0.02513904338153504,0.9655172413793104,1.0,0.9975806451612903,1.1785714285714286,0.8892281105990784,1.0,3
0-NC_002655.2-2424722:2425016,294,0.9974489795918368,1.0,0.024865118461177574,1.0,2.0,0.5412414965986394,2.0,0.5300844475721322,1.0,4
0-NC_002655.2-1761176:1761420,244,0.9989754098360656,1.0,0.023176936122102882,1.0,4.75,0.28709016393442627,3.310344827586207,0.38420717919728653,1.0,4
0-NC_002655.2-563435:563778,343,0.9985422740524781,1.0,0.022921483864481753,1.0,1.0,0.9985422740524781,1.0344827586206897,0.867045340303609,1.0,3
1-NC_002695.1-1830945:1831234,289,1.0,1.0,0.02135783319412958,1.0,1.0,1.0,1.0344827586206897,0.9616394225032812,1.0,4
1-NC_002695.1-3522273:3524769,2496,0.9977964743589743,1.0,0.02355492926613616,1.0,20.0,0.062007386421448915,26.379310344827587,0.03104502902476306,0.5,27
0-NC_002655.2-4174494:4174752,258,0.998062015503876,1.0,0.022587543437583537,1.0,4.75,0.2922480620155039,5.448275862068965,0.2699443744351523,0.75,3
0-NC_002655.2-1809695:1809937,242,0.9948347107438017,1.0,0.024365916215445996,1.0,3.75,0.47520661157024796,2.793103448275862,0.44254535955162916,0.75,3
0-NC_002655.2-2405587:2405908,321,0.9992211838006231,1.0,0.01955097217746267,1.0,2.0,0.535436137071651,2.3793103448275863,0.372292047122856,1.0,4
0-NC_002655.2-740783:741177,394,0.9980964467005076,1.0,0.01864169438123578,1.0,2.0,0.5218908629441624,2.0344827586206895,0.5298879747943287,0.75,5
0-NC_002655.2-4172852:4173134,282,0.99822695035461,1.0,0.01797505502567865,1.0,3.75,0.3342198581560284,2.0,0.5282465150403521,0.75,3
1-NC_002695.1-4267742:4269218,1476,0.9966124661246613,1.0,0.019063638912251192,1.0,1.75,0.6267784552845529,2.5172413793103448,0.15590832632464255,0.5,16
0-NC_002655.2-106987:107198,211,0.9928909952606635,1.0,0.02238927929400229,1.0,2.75,0.4312796208530806,2.6551724137931036,0.46133627499046687,0.75,3
0-NC_002655.2-2373052:2373277,225,1.0,1.0,0.014559386973180077,1.0,2.25,0.5105555555555555,2.1379310344827585,0.5601277139208174,1.0,3
0-NC_002655.2-1582903:1583180,277,0.9990974729241877,1.0,0.015311838665504791,1.0,1.0,0.9990974729241877,1.5862068965517242,0.7159840657288684,0.75,3
0-NC_002655.2-2517775:2518028,253,1.0,1.0,0.013902139839171324,1.0,1.0,1.0,1.0344827586206897,0.9706964699468448,1.0,3
0-NC_002655.2-2440169:2440472,303,0.9991749174917491,1.0,0.014566973938773188,1.0,1.0,0.9991749174917491,1.103448275862069,0.945942870149084,0.75,3
0-NC_002655.2-3693142:3693447,305,0.9975409836065574,1.0,0.016167326172979085,0.3448275862068966,2.0,0.5381147540983606,1.8,0.5274863387978141,1.0,4
0-NC_002655.2-3604077:3604360,283,0.9973498233215548,1.0,0.01620567807968807,1.0,1.0,0.9973498233215548,1.5862068965517242,0.7504366191462571,0.75,3
0-NC_002655.2-3751882:3752290,408,0.9981617647058824,1.0,0.014959432048681541,1.0,1.75,0.649203431372549,1.3793103448275863,0.8215291863871986,0.75,6
0-NC_002655.2-489871:490095,224,0.9955357142857143,1.0,0.017241379310344827,1.0,1.25,0.8816964285714286,1.3793103448275863,0.8220956486042693,1.0,3
0-NC_002655.2-3567771:3568352,581,0.9978485370051635,1.0,0.01465962371654104,1.0,4.5,0.5051348250143431,2.413793103448276,0.3002156408886779,0.75,6
0-NC_002655.2-2580388:2580622,234,1.0,1.0,0.012083701738874152,1.0,3.0,0.4658119658119658,3.310344827586207,0.4393113272423617,1.0,3
0-NC_002655.2-3699626:3699854,228,0.9967105263157895,1.0,0.014972776769509982,1.0,3.0,0.3855994152046784,2.5172413793103448,0.4905979028029845,0.75,3
0-NC_002655.2-5217943:5218357,414,0.9861111111111112,1.0,0.02557054805930368,1.0,8.75,0.197421833064949,7.620689655172414,0.21056720317090133,1.0,5
1-NC_002695.1-1857321:1857572,251,0.99800796812749,1.0,0.013600769336447313,1.0,4.75,0.2792828685258964,3.3793103448275863,0.14720657599487108,1.0,3
0-NC_002655.2-2442585:2442879,294,0.9982993197278912,1.0,0.013253577292986159,1.0,1.25,0.8822278911564626,1.0344827586206897,0.9709125029322073,1.0,4
0-NC_002655.2-4459448:4459826,378,0.9986772486772487,1.0,0.012497719394271118,1.0,2.0,0.5271164021164021,1.3793103448275863,0.29132457580733445,0.75,5
0-NC_002655.2-1837317:1837547,230,0.9989130434782608,1.0,0.011094452773613192,1.0,1.0,0.9989130434782608,1.1379310344827587,0.927136431784108,1.0,3
0-NC_002655.2-4697411:4697633,222,0.9954954954954955,1.0,0.014445479962721343,1.0,3.0,0.39564564564564564,1.3793103448275863,0.17300921611266437,1.0,3
0-NC_002655.2-5261342:5261601,259,0.999034749034749,1.0,0.010784183197976301,1.0,1.75,0.6587837837837838,1.9655172413793103,0.6195357919495851,0.75,3
0-NC_002655.2-3423424:3423642,218,1.0,1.0,0.009807023093957609,1.0,1.25,0.8916284403669725,1.3448275862068966,0.835178740904777,1.0,3
0-NC_002655.2-1610365:1610615,250,0.995,1.0,0.014758620689655172,1.0,1.75,0.6485,1.8620689655172413,0.656,1.0,3
0-NC_002655.2-1780482:1780814,332,0.9962349397590361,1.0,0.013294557540506857,1.0,3.0,0.39708835341365467,2.2758620689655173,0.19055532474726491,0.75,5
0-NC_002655.2-2535236:2535494,258,0.999031007751938,1.0,0.010157711841753543,1.0,1.75,0.6545542635658915,1.7241379310344827,0.45522587543437587,1.0,3
0-NC_002655.2-3153296:3153530,234,1.0,1.0,0.008989095195991748,1.0,1.0,1.0,1.5172413793103448,0.7698447784654682,1.0,3
0-NC_002655.2-5233251:5233546,295,0.9957627118644068,1.0,0.013091759205143192,0.9655172413793104,1.0,0.9957627118644068,1.1785714285714286,0.9070217917675544,0.75,4
0-NC_002655.2-1769169:1769444,275,0.9981818181818182,1.0,0.010532915360501568,1.0,2.5,0.5381818181818182,1.8275862068965518,0.6349634273772204,0.75,3
0-NC_002655.2-1035514:1036018,504,0.9955357142857143,1.0,0.013136288998357963,0.3448275862068966,1.0,0.9955357142857143,1.2,0.5024801587301587,0.75,5
0-NC_002655.2-488586:488829,243,1.0,1.0,0.008372357031360862,1.0,3.5,0.4783950617283951,2.6551724137931036,0.5316125740774527,1.0,4
0-NC_002655.2-1782876:1783737,861,0.9985481997677119,1.0,0.009491769794545236,1.0,2.75,0.39009872241579563,2.3793103448275863,0.1324308809590559,0.75,7
0-NC_002655.2-74831:75299,468,0.999465811965812,1.0,0.007883878573533745,1.0,2.0,0.5211004273504274,1.6206896551724137,0.6957338638373122,1.0,4
0-NC_002655.2-4377365:4378777,1412,0.9929178470254958,1.0,0.014115463514701573,1.0,7.25,0.16460694050991503,7.448275862068965,0.061097220442609707,0.75,15
0-NC_002655.2-1781281:1782114,833,0.9996998799519808,1.0,0.007078693546384071,1.0,1.25,0.8778511404561825,2.3448275862068964,0.10978529342771591,1.0,9
0-NC_002655.2-63264:63489,225,0.9944444444444445,1.0,0.01210727969348659,0.8275862068965517,9.0,0.22704545454545455,2.5833333333333335,0.13083796296296296,0.75,3
0-NC_002655.2-4697831:4698073,242,0.9917355371900827,1.0,0.014106583072100314,1.0,159.5,0.15652311171542252,166.48275862068965,0.15014220366044434,0.75,3
1-NC_002695.1-1858607:1858926,319,0.9992163009404389,1.0,0.006161496054480596,0.8275862068965517,2.0,0.5325235109717869,1.4583333333333333,0.18079501915708812,1.0,4
0-NC_002655.2-4358728:4359111,383,0.9993472584856397,1.0,0.004681732240929144,0.896551724137931,1.0,0.9993472584856397,1.1538461538461537,0.23277766619803175,1.0,6
0-NC_002655.2-3395550:3395755,205,0.9975609756097561,1.0,0.0063919259882254,0.8620689655172413,3.25,0.5036585365853659,2.2,0.5231056910569105,0.75,3
0-NC_002655.2-4457701:4458319,618,0.9983818770226537,1.0,0.005468139716549492,0.8620689655172413,1.0,0.9983818770226537,1.0,0.37527508090614886,0.75,8
0-NC_002655.2-852272:854996,2724,0.9976138032305433,1.0,0.004190085573953111,1.0,2.75,0.3788699216837983,2.5172413793103448,0.0467945634378112,0.5,27
0-NC_002655.2-1405526:1407029,1503,0.9936793080505656,1.0,0.007754605731066603,0.5862068965517241,3.0,0.3547349744954535,1.3529411764705883,0.0748307306954718,0.5,14
0-NC_002655.2-843290:843702,412,0.9951456310679612,1.0,0.006193505189152996,0.20689655172413793,1.0,0.9951456310679612,1.3333333333333333,0.5655339805825242,0.75,5
0-NC_002655.2-855607:856024,417,0.9934052757793765,1.0,0.007525014471181675,1.0,2.0,0.5182853717026379,1.4137931034482758,0.12424543124121393,0.75,4
0-NC_002655.2-851881:852168,287,0.9965156794425087,1.0,0.002042532740598342,0.2413793103448276,1.25,0.8810975609756098,1.0,0.5898456943753111,0.75,4
0-NC_002655.2-823970:831671,7701,0.8740098688482015,1.0,0.12405912353523277,1.0,5.75,0.1782484958663377,6.586206896551724,0.11031484299588754,0.5,74
0-NC_002655.2-594501:594971,470,0.9925531914893617,1.0,0.0049889948642699924,0.2413793103448276,25.0,0.27952574710553435,7.714285714285714,0.12989956389586363,0.75,5
