marker,length,identity,coverage,found
RJLJ01001068.1_1502,111,100.0,100.0,1
RJLJ01001081.1_1519,558,99.8,100.0,1
RJLJ01001083.1_1521,373,100.0,20.9,0
RJLJ01001087.1_1527,113,100.0,100.0,1
RJLJ01001089.1_1529,918,0.0,0.0,0
RJLJ01001090.1_1530,266,0.0,0.0,0
RJLJ01001091.1_1531,1279,0.0,0.0,0
RJLJ01001093.1_1533,803,99.8,55.3,0
RJLJ01001094.1_1534,149,98.7,100.0,1
RJLJ01001094.1_1535,364,100.0,69.8,0
RJLJ01001095.1_1536,155,99.4,100.0,1
RJLJ01001095.1_1537,120,100.0,100.0,1
RJLJ01001097.1_1539,318,100.0,61.0,0
RJLJ01001098.1_1540,581,100.0,12.0,0
RJLJ01001115.1_1555,801,99.3,100.0,1
RJLJ01001116.1_1556,121,99.2,100.0,1
RJLJ01001118.1_1558,189,100.0,49.2,0
RJLJ01001125.1_1567,204,100.0,100.0,1
RJLJ01001126.1_1568,394,99.7,100.0,1
RJLJ01001128.1_1571,211,100.0,100.0,1
RJLJ01001139.1_1587,383,100.0,100.0,1
RJLJ01001140.1_1588,243,100.0,100.0,1
RJLJ01001141.1_1589,1222,99.9,100.0,1
RJLJ01001142.1_1590,407,99.8,100.0,1
RJLJ01001143.1_1591,228,100.0,100.0,1
RJLJ01001144.1_1592,497,99.6,100.0,1
RJLJ01001145.1_1593,458,99.7,77.9,0
RJLJ01001146.1_1594,314,99.3,43.0,0
RJLJ01001147.1_1595,166,98.8,100.0,1
RJLJ01001148.1_1596,876,99.6,92.6,1
RJLJ01001151.1_1599,439,100.0,100.0,1
RJLJ01001152.1_1600,232,100.0,100.0,1
RJLJ01001153.1_1601,386,99.7,100.0,1
RJLJ01001154.1_1602,209,99.5,100.0,1
RJLJ01001155.1_1603,1144,99.4,100.0,1
RJLJ01001156.1_1604,211,100.0,100.0,1
RJLJ01001157.1_1605,444,99.5,100.0,1
RJLJ01001158.1_1606,776,99.7,86.6,0
RJLJ01001158.1_1607,1255,99.7,24.3,0
RJLJ01001161.1_1610,215,100.0,100.0,1
RJLJ01001162.1_1611,378,99.5,100.0,1
RJLJ01001166.1_1616,795,99.7,100.0,1
RJLJ01001167.1_1617,932,99.8,100.0,1
RJLJ01001168.1_1618,253,100.0,100.0,1
RJLJ01001169.1_1619,386,99.5,100.0,1
RJLJ01001173.1_1623,1142,84.2,100.2,0
RJLJ01001176.1_1632,307,98.9,29.3,0
RJLJ01001176.1_1633,130,100.0,100.0,1
RJLJ01001178.1_1635,756,99.1,14.0,0
RJLJ01001193.1_1656,2045,99.7,42.2,0
RJLJ01001194.1_1657,1850,98.9,15.4,0
RJLJ01001196.1_1659,1254,99.4,13.0,0
RJLJ01001196.1_1660,202,99.5,100.0,1
RJLJ01001202.1_1666,191,100.0,100.0,1
RJLJ01001204.1_1671,100,100.0,86.0,0
RJLJ01001205.1_1672,2706,99.6,8.8,0
RJLJ01001216.1_1689,692,100.0,93.2,1
RJLJ01001217.1_1690,443,100.0,81.7,0
RJLJ01001217.1_1691,128,100.0,100.0,1
RJLJ01001219.1_1693,814,99.1,13.1,0
RJLJ01001220.1_1694,191,99.5,100.0,1
RJLJ01001222.1_1697,617,99.4,100.0,1
RJLJ01001241.1_1721,358,100.0,8.4,0
RJLJ01001257.1_1735,451,99.8,100.0,1
RJLJ01001272.1_1756,468,100.0,82.1,0
RJLJ01001274.1_1757,217,100.0,40.6,0
RJLJ01001275.1_1758,291,100.0,78.4,0
RJLJ01001276.1_1759,262,100.0,100.0,1
RJLJ01001277.1_1760,606,100.0,20.6,0
RJLJ01001280.1_1763,214,100.0,100.0,1
RJLJ01001281.1_1764,347,100.0,100.0,1
RJLJ01001282.1_1765,424,99.3,100.0,1
RJLJ01001283.1_1766,529,99.8,100.0,1
RJLJ01001286.1_1769,329,99.7,100.0,1
RJLJ01001305.1_1775,304,99.3,100.0,1
RJLJ01001305.1_1776,1090,99.7,100.0,1
RJLJ01001308.1_1779,403,99.7,74.4,0
RJLJ01001309.1_1780,248,100.0,100.0,1
RJLJ01001313.1_1784,894,100.0,71.9,0
RJLJ01001314.1_1785,587,99.8,100.0,1
RJLJ01001315.1_1786,434,99.3,100.0,1
RJLJ01001318.1_1789,202,99.5,100.0,1
RJLJ01001319.1_1790,245,100.0,100.0,1
RJLJ01001326.1_1798,725,99.4,100.0,1
RJLJ01001331.1_1803,657,99.5,100.0,1
RJLJ01001332.1_1804,1481,100.0,4.6,0
RJLJ01001334.1_1806,744,98.9,61.8,0
RJLJ01001336.1_1809,1152,99.9,100.0,1
RJLJ01001337.1_1810,220,99.5,100.0,1
RJLJ01001338.1_1811,397,99.2,100.0,1
RJLJ01001339.1_1812,370,98.8,66.2,0
RJLJ01001340.1_1813,423,100.0,100.0,1
RJLJ01001344.1_1818,137,98.9,66.4,0
RJLJ01001344.1_1819,340,100.0,100.0,1
RJLJ01001353.1_1830,162,0.0,0.0,0
RJLJ01001360.1_1837,357,100.0,37.5,0
RJLJ01001364.1_1843,1531,99.7,25.7,0
RJLJ01001365.1_1844,1605,99.8,29.6,0
RJLJ01001366.1_1845,791,99.0,100.0,1
RJLJ01001375.1_1855,798,100.0,65.2,0
RJLJ01001389.1_1888,474,99.6,100.0,1
RJLJ01001389.1_1889,625,99.2,58.2,0
RJLJ01001400.1_1905,397,99.2,100.0,1
RJLJ01001401.1_1906,185,99.5,100.0,1
RJLJ01001404.1_1911,1141,100.0,4.1,0
RJLJ01001406.1_1913,268,99.3,51.9,0
RJLJ01001407.1_1914,297,100.0,100.0,1
RJLJ01001408.1_1915,711,99.4,100.0,1
RJLJ01001409.1_1916,1276,100.0,39.3,0
RJLJ01001409.1_1917,462,99.8,100.0,1
RJLJ01001413.1_1925,1491,99.2,17.3,0
RJLJ01001427.1_1946,659,99.8,71.8,0
RJLJ01001429.1_1948,202,100.0,100.0,1
RJLJ01001438.1_1952,766,99.2,32.8,0
RJLJ01001440.1_1955,128,99.2,100.0,1
RJLJ01001440.1_1956,138,100.0,100.0,1
RJLJ01001462.1_1995,306,100.0,100.0,1
RJLJ01001462.1_1996,261,99.2,100.0,1
RJLJ01001468.1_2004,508,100.0,12.0,0
RJLJ01001472.1_2005,539,99.8,100.0,1
RJLJ01001488.1_2026,383,99.7,100.0,1
RJLJ01001489.1_2027,280,0.0,0.0,0
RJLJ01001493.1_2031,210,99.5,100.0,1
RJLJ01001494.1_2032,257,99.6,100.0,1
RJLJ01001494.1_2033,1067,100.0,30.4,0
RJLJ01001496.1_2036,125,100.0,100.0,1
RJLJ01001499.1_2038,1418,98.7,32.9,0
RJLJ01001503.1_2041,738,100.0,37.7,0
RJLJ01001518.1_2046,261,98.9,100.0,1
RJLJ01001520.1_2048,600,99.3,100.0,1
RJLJ01001523.1_2052,302,100.0,100.0,1
RJLJ01001524.1_2053,288,99.7,100.0,1
RJLJ01001528.1_2062,1298,99.8,51.3,0
RJLJ01001601.1_2177,857,99.1,13.3,0
RJLJ01001608.1_2189,175,100.0,25.1,0
RJLJ01001613.1_2194,274,98.9,100.0,1
RJLJ01001634.1_2222,641,99.1,17.8,0
RJLJ01001639.1_2232,208,100.0,100.0,1
RJLJ01001645.1_2239,174,100.0,100.0,1
RJLJ01001647.1_2242,160,100.0,100.0,1
RJLJ01001650.1_2247,266,100.0,100.0,1
RJLJ01001669.1_2274,225,100.0,100.0,1
RJLJ01001680.1_2288,104,100.0,100.0,1
RJLJ01001682.1_2290,264,99.6,94.3,1
RJLJ01001683.1_2291,1195,99.8,100.0,1
RJLJ01001686.1_2293,173,100.0,100.0,1
RJLJ01001687.1_2294,406,99.2,96.1,1
RJLJ01001688.1_2295,260,98.9,33.5,0
RJLJ01001689.1_2296,318,99.2,83.0,0
RJLJ01001690.1_2297,291,100.0,85.6,0
RJLJ01001691.1_2298,384,99.7,100.0,1
RJLJ01001692.1_2299,216,99.5,100.0,1
RJLJ01001703.1_2313,170,100.0,98.8,1
RJLJ01001706.1_2316,1718,99.6,99.3,1
RJLJ01001712.1_2329,237,99.2,100.0,1
RJLJ01001727.1_2348,116,100.0,100.0,1
RJLJ01001727.1_2349,190,100.0,22.1,0
RJLJ01001742.1_2369,190,98.9,100.0,1
RJLJ01001769.1_2401,243,100.0,26.7,0
RJLJ01001805.1_2450,245,100.0,100.0,1
RJLJ01001814.1_2467,963,0.0,0.0,0
RJLJ01001854.1_2514,286,99.7,100.0,1
RJLJ01001856.1_2518,132,0.0,0.0,0
RJLJ01001870.1_2537,265,100.0,100.0,1
RJLJ01001896.1_2571,356,99.7,100.0,1
RJLJ01001905.1_2583,246,100.0,100.0,1
RJLJ01001929.1_2637,332,99.7,100.0,1
RJLJ01001930.1_2639,120,100.0,100.0,1
RJLJ01001931.1_2640,250,100.0,100.0,1
RJLJ01001932.1_2641,426,100.0,100.0,1
RJLJ01001933.1_2642,234,100.0,100.0,1
RJLJ01001935.1_2644,233,98.3,100.0,1
RJLJ01001950.1_2668,173,0.0,0.0,0
RJLJ01001963.1_2685,875,100.0,10.7,0
RJLJ01001964.1_2687,2641,100.0,18.1,0
RJLJ01001966.1_2689,2668,100.0,4.5,0
RJLJ01001967.1_2690,1553,100.0,4.0,0
RJLJ01001973.1_2700,391,100.0,27.4,0
RJLJ01002016.1_2769,166,99.4,100.0,1
RJLJ01002023.1_2778,101,99.0,100.0,1
RJLJ01002041.1_2801,536,99.6,100.0,1
RJLJ01002047.1_2806,602,99.8,100.0,1
RJLJ01002047.1_2807,888,99.4,100.0,1
RJLJ01002047.1_2808,384,99.5,100.0,1
RJLJ01002047.1_2809,164,100.0,100.0,1
RJLJ01002056.1_2819,672,100.0,16.7,0
RJLJ01002066.1_2830,203,100.0,100.0,1
RJLJ01002067.1_2831,225,100.0,100.0,1
RJLJ01002067.1_2832,136,100.0,100.0,1
RJLJ01002079.1_2850,117,99.1,100.0,1
RJLJ01002105.1_2885,1034,100.0,6.7,0
RJLJ01002106.1_2886,724,98.8,11.0,0
RJLJ01002114.1_2896,1624,100.0,6.2,0
RJLJ01002140.1_2926,131,100.0,100.0,1
RJLJ01002143.1_2930,976,100.0,5.0,0
RJLJ01002147.1_2939,130,99.1,85.4,0
RJLJ01002162.1_2966,900,99.6,100.0,1
RJLJ01002163.1_2967,531,99.4,100.0,1
RJLJ01002164.1_2968,283,99.3,100.0,1
RJLJ01002165.1_2969,230,100.0,100.0,1
RJLJ01002165.1_2970,801,100.0,15.1,0
RJLJ01002165.1_2971,102,0.0,0.0,0
RJLJ01002166.1_2972,108,100.0,100.0,1
RJLJ01002172.1_2980,359,100.0,100.0,1
RJLJ01002173.1_2981,376,99.2,100.0,1
RJLJ01002174.1_2982,245,100.0,100.0,1
RJLJ01002189.1_3002,499,0.0,0.0,0
RJLJ01002190.1_3003,378,99.7,99.5,1
RJLJ01002199.1_3015,724,99.9,100.0,1
RJLJ01002204.1_3022,1262,99.7,100.0,1
RJLJ01002213.1_3037,409,100.0,50.1,0
RJLJ01002217.1_3039,190,100.0,75.3,0
RJLJ01002218.1_3040,406,100.0,100.0,1
RJLJ01002219.1_3041,317,100.0,100.0,1
RJLJ01002220.1_3042,254,100.0,100.0,1
RJLJ01002221.1_3043,606,99.6,38.8,0
RJLJ01002223.1_3045,112,100.0,100.0,1
RJLJ01002224.1_3046,218,100.0,61.5,0
RJLJ01002237.1_3060,423,98.9,44.0,0
RJLJ01002237.1_3061,501,99.2,100.0,1
RJLJ01002243.1_3072,347,98.1,77.8,0
RJLJ01002243.1_3073,268,100.0,54.5,0
RJLJ01002269.1_3121,440,99.3,100.0,1
RJLJ01002278.1_3136,212,100.0,100.0,1
RJLJ01002279.1_3137,647,100.0,100.0,1
RJLJ01002280.1_3138,958,99.8,100.0,1
RJLJ01002281.1_3139,179,100.0,100.0,1
RJLJ01002282.1_3140,205,99.3,65.4,0
RJLJ01002289.1_3151,845,99.6,100.0,1
RJLJ01002304.1_3171,559,99.5,100.0,1
RJLJ01002305.1_3172,803,99.6,60.6,0
RJLJ01002306.1_3173,1689,99.7,17.7,0
RJLJ01002332.1_3214,660,99.7,100.0,1
RJLJ01002355.1_3243,271,100.0,47.2,0
RJLJ01002358.1_3247,288,0.0,0.0,0
RJLJ01002361.1_3251,227,0.0,0.0,0
RJLJ01002379.1_3274,101,100.0,61.4,0
RJLJ01002380.1_3276,131,99.2,100.0,1
RJLJ01002389.1_3287,916,99.6,100.0,1
RJLJ01002395.1_3296,337,99.4,100.0,1
RJLJ01002405.1_3307,101,0.0,0.0,0
RJLJ01002407.1_3310,200,100.0,46.5,0
RJLJ01002408.1_3311,269,100.0,100.0,1
RJLJ01002409.1_3312,411,100.0,100.0,1
RJLJ01002410.1_3313,129,99.2,100.0,1
RJLJ01002417.1_3323,375,100.0,100.0,1
RJLJ01002441.1_3359,576,99.5,100.0,1
RJLJ01002441.1_3360,185,100.0,100.0,1
RJLJ01002441.1_3361,681,99.8,61.5,0
RJLJ01002441.1_3362,249,99.6,100.0,1
RJLJ01002446.1_3371,574,97.1,23.9,0
RJLJ01002463.1_3382,174,98.9,100.0,1
RJLJ01002472.1_3392,230,99.5,95.7,1
RJLJ01002489.1_3412,610,99.7,100.0,1
RJLJ01002490.1_3414,150,100.0,100.0,1
RJLJ01002495.1_3417,298,100.0,32.2,0
RJLJ01002496.1_3418,372,99.3,36.8,0
RJLJ01002497.1_3419,297,99.3,100.0,1
RJLJ01002499.1_3420,174,99.4,98.9,1
RJLJ01002505.1_3423,200,100.0,100.0,1
RJLJ01002507.1_3425,618,99.1,73.6,0
RJLJ01002516.1_3434,453,100.0,22.1,0
RJLJ01002527.1_3446,610,99.8,100.0,1
RJLJ01002528.1_3447,671,99.6,72.9,0
RJLJ01002529.1_3448,186,100.0,100.0,1
RJLJ01002530.1_3449,417,99.3,100.0,1
RJLJ01002531.1_3450,395,98.1,39.2,0
RJLJ01002531.1_3451,902,99.8,56.9,0
RJLJ01002532.1_3452,577,99.8,100.0,1
RJLJ01002535.1_3453,1154,99.4,99.0,1
RJLJ01002550.1_3477,212,100.0,100.0,1
RJLJ01002551.1_3478,414,100.0,100.0,1
RJLJ01002552.1_3479,211,99.5,100.0,1
RJLJ01002553.1_3480,941,100.0,9.9,0
RJLJ01002554.1_3481,905,99.6,100.0,1
RJLJ01002555.1_3482,391,99.7,100.0,1
RJLJ01002557.1_3488,101,0.0,0.0,0
RJLJ01002565.1_3504,791,99.5,100.0,1
RJLJ01002573.1_3513,629,100.0,100.0,1
RJLJ01002573.1_3514,165,99.4,100.0,1
RJLJ01002581.1_3524,637,100.0,10.7,0
RJLJ01002593.1_3543,301,100.0,100.0,1
RJLJ01002594.1_3544,146,100.0,100.0,1
RJLJ01002594.1_3545,209,99.5,100.0,1
RJLJ01002594.1_3546,324,100.0,51.5,0
RJLJ01002600.1_3555,191,99.0,100.0,1
RJLJ01002605.1_3563,221,0.0,0.0,0
RJLJ01002615.1_3579,163,97.5,100.0,1
RJLJ01002615.1_3580,524,100.0,41.8,0
RJLJ01002615.1_3581,707,100.0,100.0,1
RJLJ01002616.1_3582,367,100.0,100.0,1
RJLJ01002616.1_3583,433,99.5,100.0,1
RJLJ01002616.1_3584,290,99.7,100.0,1
RJLJ01002617.1_3585,635,100.0,16.1,0
RJLJ01002622.1_3587,1516,99.4,10.3,0
RJLJ01002625.1_3590,191,99.5,100.0,1
RJLJ01002637.1_3606,185,98.9,100.0,1
RJLJ01002668.1_3651,341,99.4,100.0,1
RJLJ01002675.1_3660,1315,99.7,100.0,1
RJLJ01002675.1_3661,1079,99.8,96.2,1
RJLJ01002687.1_3679,117,0.0,0.0,0
RJLJ01002691.1_3685,781,100.0,6.1,0
RJLJ01002695.1_3691,1320,100.0,6.4,0
RJLJ01002699.1_3696,637,99.6,38.3,0
RJLJ01002699.1_3697,375,99.7,100.0,1
RJLJ01002700.1_3698,686,99.0,90.8,1
RJLJ01002712.1_3712,225,100.0,29.8,0
RJLJ01002739.1_3759,1269,100.0,8.0,0
RJLJ01002753.1_3762,421,99.3,100.0,1
RJLJ01002754.1_3763,256,100.0,100.0,1
RJLJ01002767.1_3779,391,99.7,100.0,1
RJLJ01002768.1_3780,259,99.6,100.0,1
RJLJ01002769.1_3781,1034,99.5,100.0,1
RJLJ01002769.1_3782,365,100.0,38.9,0
RJLJ01002770.1_3783,365,100.0,88.8,0
RJLJ01002770.1_3784,413,100.0,22.0,0
RJLJ01002773.1_3788,439,100.0,28.5,0
RJLJ01002793.1_3810,1087,99.1,9.8,0
RJLJ01002794.1_3811,263,100.0,100.0,1
RJLJ01002795.1_3812,223,100.0,100.0,1
RJLJ01002795.1_3813,160,99.4,100.0,1
RJLJ01002796.1_3814,209,100.0,100.0,1
RJLJ01002797.1_3815,343,99.4,100.0,1
RJLJ01002818.1_3842,173,100.0,42.8,0
RJLJ01002819.1_3846,342,0.0,0.0,0
RJLJ01002824.1_3853,184,99.5,100.0,1
RJLJ01002830.1_3861,877,100.0,7.3,0
RJLJ01002838.1_3870,256,100.0,100.0,1
RJLJ01002855.1_3890,1054,99.8,100.0,1
RJLJ01002855.1_3891,739,99.6,100.0,1
RJLJ01002858.1_3895,383,100.0,100.0,1
RJLJ01002882.1_3922,800,100.0,6.5,0
RJLJ01002885.1_3926,184,100.0,100.0,1
RJLJ01002892.1_3928,154,100.0,100.0,1
RJLJ01002908.1_3950,738,100.0,7.7,0
RJLJ01002931.1_3979,514,98.7,30.5,0
RJLJ01002939.1_3991,213,100.0,100.0,1
RJLJ01002940.1_3992,267,99.3,51.3,0
RJLJ01002942.1_3994,613,100.0,11.3,0
RJLJ01002948.1_4000,200,99.0,100.0,1
RJLJ01002949.1_4001,321,98.3,56.1,0
RJLJ01002950.1_4002,1730,99.3,46.3,0
RJLJ01002950.1_4003,520,98.3,100.0,1
RJLJ01002971.1_4027,178,99.4,100.0,1
RJLJ01002975.1_4032,116,0.0,0.0,0
RJLJ01002975.1_4033,686,99.7,84.3,0
RJLJ01002976.1_4034,1258,99.4,74.0,0
RJLJ01002977.1_4035,757,99.6,66.1,0
RJLJ01002993.1_4050,753,99.3,100.0,1
RJLJ01002993.1_4051,106,100.0,100.0,1
RJLJ01002996.1_4055,241,100.0,100.0,1
RJLJ01003016.1_4090,131,99.2,100.0,1
RJLJ01003018.1_4095,166,98.8,100.0,1
RJLJ01003019.1_4096,415,100.0,100.0,1
RJLJ01003020.1_4097,492,99.8,100.0,1
RJLJ01003021.1_4098,821,100.0,100.0,1
RJLJ01003028.1_4110,422,98.8,100.0,1
RJLJ01003038.1_4129,185,100.0,100.0,1
RJLJ01003041.1_4132,2044,99.6,100.0,1
RJLJ01003041.1_4133,308,100.0,100.0,1
RJLJ01003047.1_4145,264,99.6,100.0,1
RJLJ01003056.1_4156,864,100.0,24.3,0
