marker,length,identity,coverage,found
0-CAAX01000776.1-5163:5460,297,0.0,0.0,0
3-AHUN01000114.1-43373:43830,457,0.0,0.0,0
4-CARZ01000061.1-42008:42996,988,0.0,0.0,0
0-CAAX01001135.1-1105:1361,256,0.0,0.0,0
1-ALEJ01000001.1-60252:60540,288,0.0,0.0,0
1-ALEJ01000012.1-133575:133785,210,0.0,0.0,0
0-CAAX01000870.1-42:369,327,0.0,0.0,0
4-CARZ01000021.1-39800:40105,305,0.0,0.0,0
0-CAAX01000285.1-6762:7006,244,0.0,0.0,0
1-ALEJ01000029.1-50165:50637,472,0.0,0.0,0
1-ALEJ01000029.1-144461:145010,549,0.0,0.0,0
1-ALEJ01000049.1-301391:301734,343,0.0,0.0,0
1-ALEJ01000019.1-39114:39452,338,0.0,0.0,0
4-CARZ01000100.1-16431:17085,654,0.0,0.0,0
0-CAAX01000838.1-4813:5064,251,0.0,0.0,0
1-ALEJ01000039.1-35420:35934,514,0.0,0.0,0
0-CAAX01000260.1-4650:5074,424,0.0,0.0,0
1-ALEJ01000019.1-310968:311174,206,0.0,0.0,0
1-ALEJ01000031.1-27052:27639,587,0.0,0.0,0
4-CARZ01000021.1-37763:38045,282,0.0,0.0,0
0-CAAX01000025.1-1980:2188,208,0.0,0.0,0
0-CAAX01000260.1-3806:4164,358,0.0,0.0,0
0-CAAX01000451.1-2102:2354,252,0.0,0.0,0
0-CAAX01000452.1-7711:8133,422,0.0,0.0,0
1-ALEJ01000001.1-76279:76558,279,0.0,0.0,0
0-CAAX01000731.1-207:526,319,0.0,0.0,0
0-CAAX01001701.1-7538:7799,261,0.0,0.0,0
3-AHUN01000096.1-21406:21702,296,0.0,0.0,0
0-CAAX01000509.1-5062:5348,286,0.0,0.0,0
1-ALEJ01000039.1-86097:86393,296,0.0,0.0,0
0-CAAX01000785.1-3269:3585,316,0.0,0.0,0
0-CAAX01000268.1-1598:1806,208,0.0,0.0,0
3-AHUN01000100.1-20041:20688,647,0.0,0.0,0
2-ALFV01000005.1-40031:40401,370,0.0,0.0,0
0-CAAX01000006.1-208:488,280,0.0,0.0,0
1-ALEJ01000016.1-294638:295074,436,0.0,0.0,0
0-CAAX01001229.1-1562:1829,267,0.0,0.0,0
1-ALEJ01000019.1-206942:207573,631,0.0,0.0,0
0-CAAX01000499.1-1531:1931,400,0.0,0.0,0
0-CAAX01000344.1-2998:3552,554,0.0,0.0,0
0-CAAX01003023.1-284:874,590,0.0,0.0,0
0-CAAX01002791.1-2658:2940,282,0.0,0.0,0
0-CAAX01000701.1-2175:2971,796,0.0,0.0,0
2-ALFV01000015.1-22352:23116,764,0.0,0.0,0
9-JWRG01000006.1-563816:564282,466,0.0,0.0,0
0-CAAX01000678.1-7152:7388,236,0.0,0.0,0
1-ALEJ01000012.1-125540:125930,390,0.0,0.0,0
3-AHUN01000127.1-17332:17541,209,0.0,0.0,0
2-ALFV01000028.1-167273:167524,251,0.0,0.0,0
7-APAF01000053.1-19637:19873,236,0.0,0.0,0
5-AOZN01000042.1-35739:36042,303,0.0,0.0,0
1-ALEJ01000005.1-52182:52431,249,0.0,0.0,0
1-ALEJ01000044.1-133081:133391,310,0.0,0.0,0
0-CAAX01001289.1-1379:1765,386,0.0,0.0,0
1-ALEJ01000040.1-80265:80604,339,0.0,0.0,0
0-CAAX01002851.1-1950:2163,213,0.0,0.0,0
2-ALFV01000015.1-378322:378526,204,0.0,0.0,0
1-ALEJ01000019.1-210115:210388,273,0.0,0.0,0
1-ALEJ01000019.1-185919:186190,271,0.0,0.0,0
5-AOZN01000012.1-57343:57647,304,0.0,0.0,0
4-CARZ01000087.1-54509:54945,436,0.0,0.0,0
2-ALFV01000024.1-937049:937661,612,0.0,0.0,0
1-ALEJ01000008.1-44928:45159,231,0.0,0.0,0
1-ALEJ01000049.1-321:867,546,91.3,67.2,0
0-CAAX01002888.1-1292:1591,299,0.0,0.0,0
1-ALEJ01000019.1-49159:49450,291,0.0,0.0,0
0-CAAX01002776.1-470:1243,773,0.0,0.0,0
3-AHUN01000127.1-1889:2234,345,0.0,0.0,0
1-ALEJ01000019.1-218740:218967,227,0.0,0.0,0
2-ALFV01000005.1-3606:3870,264,0.0,0.0,0
2-ALFV01000024.1-954757:955203,446,0.0,0.0,0
5-AOZN01000001.1-76818:77218,400,0.0,0.0,0
2-ALFV01000015.1-88302:88809,507,0.0,0.0,0
0-CAAX01002791.1-570:841,271,0.0,0.0,0
1-ALEJ01000040.1-133386:133620,234,0.0,0.0,0
0-CAAX01000954.1-484:854,370,0.0,0.0,0
2-ALFV01000024.1-914059:914632,573,0.0,0.0,0
0-CAAX01000616.1-2077:2303,226,0.0,0.0,0
0-CAAX01000151.1-1180:1446,266,0.0,0.0,0
0-CAAX01001376.1-851:1119,268,0.0,0.0,0
1-ALEJ01000029.1-48245:48588,343,0.0,0.0,0
4-CARZ01000061.1-12276:12999,723,0.0,0.0,0
0-CAAX01000746.1-1127:1486,359,0.0,0.0,0
0-CAAX01000018.1-660:943,283,0.0,0.0,0
0-CAAX01001354.1-4344:4675,331,0.0,0.0,0
0-CAAX01000533.1-1241:1447,206,0.0,0.0,0
1-ALEJ01000016.1-258069:258484,415,0.0,0.0,0
1-ALEJ01000005.1-21383:21682,299,0.0,0.0,0
2-ALFV01000028.1-227056:227486,430,0.0,0.0,0
4-CARZ01000043.1-142530:142994,464,0.0,0.0,0
1-ALEJ01000012.1-150567:150866,299,0.0,0.0,0
10-LAPI01000044.1-284143:284453,310,0.0,0.0,0
5-AOZN01000043.1-85004:85223,219,0.0,0.0,0
1-ALEJ01000029.1-291309:291653,344,0.0,0.0,0
0-CAAX01000733.1-1041:1408,367,0.0,0.0,0
0-CAAX01000706.1-1678:2165,487,0.0,0.0,0
1-ALEJ01000039.1-58644:58855,211,0.0,0.0,0
7-APAF01000344.1-5646:5943,297,0.0,0.0,0
3-AHUN01000127.1-11922:12144,222,0.0,0.0,0
0-CAAX01002782.1-3376:3704,328,0.0,0.0,0
0-CAAX01000518.1-2735:3154,419,0.0,0.0,0
2-ALFV01000024.1-580862:581273,411,0.0,0.0,0
0-CAAX01002845.1-9811:10408,597,0.0,0.0,0
0-CAAX01000018.1-1050:1389,339,0.0,0.0,0
0-CAAX01001054.1-10153:10403,250,0.0,0.0,0
0-CAAX01000704.1-511:816,305,0.0,0.0,0
2-ALFV01000024.1-1107368:1107782,414,0.0,0.0,0
1-ALEJ01000029.1-66391:67266,875,0.0,0.0,0
0-CAAX01000404.1-2039:2383,344,0.0,0.0,0
9-JWRG01000018.1-4311:4627,316,0.0,0.0,0
4-CARZ01000063.1-11303:11626,323,0.0,0.0,0
0-CAAX01000518.1-1745:1982,237,0.0,0.0,0
1-ALEJ01000001.1-32174:32537,363,0.0,0.0,0
3-AHUN01000096.1-19936:20298,362,0.0,0.0,0
0-CAAX01000337.1-6582:7189,607,0.0,0.0,0
4-CARZ01000096.1-19001:19276,275,0.0,0.0,0
1-ALEJ01000019.1-269286:269525,239,0.0,0.0,0
0-CAAX01000799.1-745:1020,275,0.0,0.0,0
1-ALEJ01000029.1-326822:327619,797,0.0,0.0,0
0-CAAX01001354.1-365:638,273,0.0,0.0,0
1-ALEJ01000019.1-168152:168358,206,0.0,0.0,0
0-CAAX01000730.1-4084:4316,232,0.0,0.0,0
1-ALEJ01000040.1-21072:21281,209,0.0,0.0,0
6-APAA01000262.1-48800:49107,307,0.0,0.0,0
4-CARZ01000100.1-15653:16155,502,0.0,0.0,0
0-CAAX01000437.1-846:1411,565,0.0,0.0,0
0-CAAX01000678.1-10392:10770,378,0.0,0.0,0
0-CAAX01000295.1-0:373,373,0.0,0.0,0
1-ALEJ01000028.1-34849:35251,402,0.0,0.0,0
0-CAAX01000307.1-11691:11982,291,0.0,0.0,0
0-CAAX01001073.1-2816:3111,295,0.0,0.0,0
0-CAAX01000326.1-7629:8040,411,0.0,0.0,0
1-ALEJ01000044.1-93554:94157,603,0.0,0.0,0
1-ALEJ01000019.1-224565:225021,456,0.0,0.0,0
0-CAAX01001068.1-300:515,215,0.0,0.0,0
1-ALEJ01000042.1-1383:1616,233,0.0,0.0,0
3-AHUN01000101.1-7882:8426,544,0.0,0.0,0
1-ALEJ01000039.1-277694:277923,229,0.0,0.0,0
0-CAAX01000674.1-490:749,259,0.0,0.0,0
1-ALEJ01000012.1-18535:18911,376,0.0,0.0,0
0-CAAX01000509.1-2851:3280,429,0.0,0.0,0
3-AHUN01000101.1-9882:10092,210,0.0,0.0,0
1-ALEJ01000016.1-91032:91314,282,0.0,0.0,0
0-CAAX01000198.1-7049:7366,317,0.0,0.0,0
0-CAAX01002880.1-2205:2499,294,0.0,0.0,0
1-ALEJ01000040.1-117472:117695,223,0.0,0.0,0
0-CAAX01000612.1-5453:5723,270,0.0,0.0,0
3-AHUN01000100.1-18187:18496,309,0.0,0.0,0
4-CARZ01000110.1-53530:54197,667,0.0,0.0,0
1-ALEJ01000016.1-55025:55397,372,0.0,0.0,0
0-CAAX01002839.1-5733:6134,401,0.0,0.0,0
0-CAAX01000174.1-709:1066,357,0.0,0.0,0
0-CAAX01002806.1-2981:3444,463,0.0,0.0,0
5-AOZN01000034.1-178904:179357,453,0.0,0.0,0
5-AOZN01000012.1-247621:247868,247,0.0,0.0,0
0-CAAX01000057.1-407:800,393,0.0,0.0,0
6-APAA01000021.1-67451:68447,996,0.0,0.0,0
0-CAAX01000535.1-5775:6080,305,0.0,0.0,0
7-APAF01000138.1-15051:15561,510,0.0,0.0,0
0-CAAX01000151.1-389:806,417,0.0,0.0,0
0-CAAX01000930.1-5380:5736,356,0.0,0.0,0
0-CAAX01002840.1-904:1246,342,0.0,0.0,0
0-CAAX01000731.1-1060:1575,515,0.0,0.0,0
4-CARZ01000094.1-1643:1910,267,0.0,0.0,0
0-CAAX01000776.1-3645:4150,505,0.0,0.0,0
7-APAF01000344.1-6482:7266,784,0.0,0.0,0
0-CAAX01001800.1-772:1005,233,0.0,0.0,0
4-CARZ01000055.1-59181:59573,392,0.0,0.0,0
1-ALEJ01000019.1-46766:47126,360,0.0,0.0,0
2-ALFV01000024.1-676357:676613,256,0.0,0.0,0
0-CAAX01001407.1-1572:1880,308,0.0,0.0,0
4-CARZ01000068.1-2997:3379,382,0.0,0.0,0
5-AOZN01000001.1-408183:408431,248,0.0,0.0,0
4-CARZ01000063.1-10672:10951,279,0.0,0.0,0
0-CAAX01000452.1-3939:4492,553,0.0,0.0,0
1-ALEJ01000040.1-37816:38170,354,0.0,0.0,0
0-CAAX01000319.1-4587:4918,331,0.0,0.0,0
1-ALEJ01000040.1-118162:118399,237,0.0,0.0,0
0-CAAX01000697.1-116:378,262,0.0,0.0,0
2-ALFV01000016.1-85652:85855,203,0.0,0.0,0
9-JWRG01000001.1-318009:318478,469,0.0,0.0,0
0-CAAX01002799.1-10351:10911,560,0.0,0.0,0
2-ALFV01000015.1-301927:302225,298,0.0,0.0,0
0-CAAX01000268.1-1105:1345,240,0.0,0.0,0
0-CAAX01000875.1-8224:8485,261,0.0,0.0,0
1-ALEJ01000029.1-267948:268308,360,0.0,0.0,0
0-CAAX01002806.1-245:487,242,0.0,0.0,0
1-ALEJ01000016.1-263389:263786,397,0.0,0.0,0
0-CAAX01000691.1-6059:6500,441,0.0,0.0,0
0-CAAX01000394.1-3862:4189,327,0.0,0.0,0
2-ALFV01000016.1-35365:35647,282,0.0,0.0,0
0-CAAX01000810.1-2992:3287,295,0.0,0.0,0
0-CAAX01000648.1-2524:2889,365,0.0,0.0,0
0-CAAX01002845.1-8733:9392,659,0.0,0.0,0
2-ALFV01000005.1-15942:16272,330,0.0,0.0,0
1-ALEJ01000039.1-67665:68067,402,0.0,0.0,0
7-APAF01000255.1-422:1001,579,0.0,0.0,0
1-ALEJ01000019.1-230509:230797,288,0.0,0.0,0
4-CARZ01000060.1-68333:68590,257,0.0,0.0,0
1-ALEJ01000019.1-351033:351278,245,0.0,0.0,0
1-ALEJ01000012.1-34082:34467,385,0.0,0.0,0
0-CAAX01000129.1-6768:7018,250,0.0,0.0,0
1-ALEJ01000019.1-28133:28428,295,0.0,0.0,0
0-CAAX01000715.1-2740:3073,333,0.0,0.0,0
0-CAAX01002903.1-9067:9299,232,0.0,0.0,0
0-CAAX01002799.1-2318:2570,252,0.0,0.0,0
0-CAAX01000614.1-281:502,221,0.0,0.0,0
4-CARZ01000046.1-83734:83970,236,0.0,0.0,0
4-CARZ01000021.1-58636:58858,222,0.0,0.0,0
3-AHUN01000102.1-11977:12252,275,0.0,0.0,0
2-ALFV01000015.1-88998:89484,486,0.0,0.0,0
0-CAAX01000025.1-1616:1838,222,0.0,0.0,0
0-CAAX01000704.1-23040:23421,381,0.0,0.0,0
3-AHUN01000116.1-15647:15948,301,0.0,0.0,0
1-ALEJ01000029.1-153373:153628,255,0.0,0.0,0
1-ALEJ01000033.1-264266:264540,274,0.0,0.0,0
1-ALEJ01000012.1-56726:57015,289,0.0,0.0,0
0-CAAX01001035.1-1009:1314,305,0.0,0.0,0
0-CAAX01000704.1-19395:19639,244,0.0,0.0,0
2-ALFV01000016.1-103297:103521,224,0.0,0.0,0
1-ALEJ01000019.1-354989:355357,368,0.0,0.0,0
1-ALEJ01000034.1-6339:6543,204,0.0,0.0,0
1-ALEJ01000001.1-42383:42669,286,0.0,0.0,0
4-CARZ01000044.1-38532:38991,459,0.0,0.0,0
0-CAAX01002776.1-8554:9047,493,0.0,0.0,0
0-CAAX01002841.1-4237:4461,224,0.0,0.0,0
1-ALEJ01000016.1-261296:261567,271,0.0,0.0,0
0-CAAX01001289.1-967:1198,231,0.0,0.0,0
0-CAAX01000704.1-7200:7841,641,0.0,0.0,0
1-ALEJ01000020.1-149120:149365,245,0.0,0.0,0
1-ALEJ01000040.1-139074:139571,497,0.0,0.0,0
1-ALEJ01000016.1-206650:206933,283,0.0,0.0,0
1-ALEJ01000019.1-108206:108436,230,0.0,0.0,0
3-AHUN01000080.1-37235:37604,369,0.0,0.0,0
0-CAAX01000966.1-945:1499,554,0.0,0.0,0
6-APAA01000196.1-41104:41613,509,0.0,0.0,0
1-ALEJ01000044.1-19688:20254,566,0.0,0.0,0
1-ALEJ01000019.1-57351:57737,386,0.0,0.0,0
4-CARZ01000087.1-2262:2645,383,0.0,0.0,0
0-CAAX01001006.1-1264:1662,398,0.0,0.0,0
9-JWRG01000001.1-492537:493045,508,0.0,0.0,0
0-CAAX01000450.1-888:1172,284,0.0,0.0,0
0-CAAX01002845.1-12865:13109,244,0.0,0.0,0
0-CAAX01000828.1-4081:4339,258,0.0,0.0,0
0-CAAX01001386.1-2251:2551,300,0.0,0.0,0
0-CAAX01000092.1-3518:3718,200,0.0,0.0,0
4-CARZ01000087.1-55446:55697,251,0.0,0.0,0
0-CAAX01000786.1-778:1122,344,0.0,0.0,0
0-CAAX01001054.1-4145:4628,483,0.0,0.0,0
2-ALFV01000015.1-284071:284342,271,0.0,0.0,0
1-ALEJ01000039.1-34168:34569,401,0.0,0.0,0
0-CAAX01002776.1-4755:5120,365,0.0,0.0,0
6-APAA01000148.1-56644:56967,323,0.0,0.0,0
1-ALEJ01000039.1-34612:35036,424,0.0,0.0,0
0-CAAX01001386.1-407:623,216,0.0,0.0,0
1-ALEJ01000015.1-70600:70970,370,0.0,0.0,0
0-CAAX01000691.1-9037:9608,571,0.0,0.0,0
2-ALFV01000005.1-41798:42057,259,0.0,0.0,0
0-CAAX01000533.1-5270:5626,356,0.0,0.0,0
4-CARZ01000084.1-83058:83762,704,0.0,0.0,0
2-ALFV01000015.1-84870:85169,299,0.0,0.0,0
0-CAAX01000503.1-2096:2348,252,0.0,0.0,0
0-CAAX01000704.1-21074:21617,543,0.0,0.0,0
4-CARZ01000017.1-85737:85959,222,0.0,0.0,0
0-CAAX01002806.1-1525:2234,709,0.0,0.0,0
0-CAAX01000697.1-3570:3854,284,0.0,0.0,0
20-CQPH01000019.1-15097:15449,352,0.0,0.0,0
1-ALEJ01000039.1-56127:56663,536,0.0,0.0,0
2-ALFV01000013.1-189391:189658,267,0.0,0.0,0
2-ALFV01000016.1-101506:101804,298,0.0,0.0,0
6-APAA01000160.1-28758:29470,712,0.0,0.0,0
0-CAAX01000691.1-7751:7976,225,0.0,0.0,0
1-ALEJ01000039.1-57035:57700,665,0.0,0.0,0
0-CAAX01002814.1-5395:5653,258,0.0,0.0,0
1-ALEJ01000039.1-60402:60612,210,0.0,0.0,0
1-ALEJ01000019.1-384798:385069,271,0.0,0.0,0
4-CARZ01000041.1-32639:33124,485,0.0,0.0,0
0-CAAX01000622.1-5359:5672,313,0.0,0.0,0
5-AOZN01000042.1-274958:275195,237,0.0,0.0,0
1-ALEJ01000049.1-64497:64872,375,0.0,0.0,0
0-CAAX01001066.1-59:366,307,0.0,0.0,0
1-ALEJ01000049.1-89277:89555,278,0.0,0.0,0
0-CAAX01000142.1-2071:2412,341,0.0,0.0,0
1-ALEJ01000019.1-91938:92374,436,0.0,0.0,0
1-ALEJ01000019.1-240802:241039,237,0.0,0.0,0
1-ALEJ01000040.1-104504:104717,213,0.0,0.0,0
0-CAAX01000558.1-526:801,275,0.0,0.0,0
0-CAAX01000547.1-3127:3362,235,0.0,0.0,0
0-CAAX01000187.1-1264:1523,259,0.0,0.0,0
0-CAAX01002933.1-1296:1553,257,0.0,0.0,0
0-CAAX01000833.1-7007:7296,289,0.0,0.0,0
2-ALFV01000015.1-94587:94858,271,0.0,0.0,0
0-CAAX01002875.1-913:1280,367,0.0,0.0,0
1-ALEJ01000019.1-23772:24029,257,0.0,0.0,0
0-CAAX01000704.1-24712:24991,279,0.0,0.0,0
0-CAAX01000588.1-10814:11164,350,0.0,0.0,0
4-CARZ01000066.1-36019:36475,456,0.0,0.0,0
0-CAAX01000369.1-2458:2721,263,0.0,0.0,0
1-ALEJ01000005.1-64536:64852,316,0.0,0.0,0
0-CAAX01001415.1-93:338,245,0.0,0.0,0
1-ALEJ01000012.1-524:822,298,0.0,0.0,0
0-CAAX01000677.1-1601:1895,294,0.0,0.0,0
0-CAAX01000565.1-565:980,415,0.0,0.0,0
0-CAAX01000699.1-1274:1720,446,0.0,0.0,0
0-CAAX01000551.1-1738:1983,245,0.0,0.0,0
0-CAAX01003023.1-3526:3803,277,0.0,0.0,0
1-ALEJ01000006.1-87869:88160,291,0.0,0.0,0
0-CAAX01000208.1-7249:7697,448,0.0,0.0,0
1-ALEJ01000028.1-58688:59003,315,0.0,0.0,0
1-ALEJ01000049.1-200228:200545,317,0.0,0.0,0
1-ALEJ01000019.1-201475:202332,857,0.0,0.0,0
0-CAAX01001446.1-430:747,317,0.0,0.0,0
4-CARZ01000064.1-10298:10503,205,0.0,0.0,0
0-CAAX01000303.1-2911:3181,270,0.0,0.0,0
1-ALEJ01000015.1-59144:59411,267,0.0,0.0,0
9-JWRG01000006.1-719428:720383,955,0.0,0.0,0
7-APAF01000066.1-15487:15739,252,0.0,0.0,0
0-CAAX01000999.1-2678:2892,214,0.0,0.0,0
9-JWRG01000021.1-12876:13211,335,0.0,0.0,0
0-CAAX01000990.1-95:487,392,0.0,0.0,0
1-ALEJ01000007.1-188125:188471,346,0.0,0.0,0
0-CAAX01000645.1-1109:1610,501,0.0,0.0,0
1-ALEJ01000005.1-23388:23994,606,0.0,0.0,0
0-CAAX01001008.1-1217:1693,476,0.0,0.0,0
2-ALFV01000015.1-76852:77110,258,0.0,0.0,0
