marker,length,identity,coverage,found
0-NC_009800.1-1399038:1399266,228,0.0,0.0,0
0-NC_009800.1-1685603:1685860,257,0.0,0.0,0
0-NC_009800.1-2401015:2401415,400,0.0,0.0,0
1-NC_010468.1-1575465:1575727,262,0.0,0.0,0
1-NC_010468.1-269043:269740,697,0.0,0.0,0
1-NC_010468.1-1577532:1577760,228,0.0,0.0,0
1-NC_010468.1-231347:231583,236,0.0,0.0,0
1-NC_010468.1-2948600:2948862,262,0.0,0.0,0
0-NC_009800.1-3938680:3939010,330,0.0,0.0,0
0-NC_009800.1-2365935:2366156,221,0.0,0.0,0
0-NC_009800.1-2549416:2549734,318,0.0,0.0,0
1-NC_010468.1-1060199:1060441,242,0.0,0.0,0
2-NC_012759.1-509897:511677,1780,0.0,0.0,0
2-NC_012759.1-3890063:3890934,871,0.0,0.0,0
0-NC_009800.1-1878186:1878423,237,0.0,0.0,0
1-NC_010468.1-1057210:1057508,298,0.0,0.0,0
0-NC_009800.1-2401742:2402015,273,0.0,0.0,0
1-NC_010468.1-1432200:1434646,2446,0.0,0.0,0
0-NC_009800.1-3497601:3500109,2508,0.0,0.0,0
0-NC_009800.1-3212636:3213643,1007,0.0,0.0,0
5-NC_017633.1-3842302:3853114,10812,0.0,0.0,0
2-NC_012759.1-3353421:3354369,948,0.0,0.0,0
0-NC_009800.1-3155284:3155755,471,0.0,0.0,0
3-NC_012947.1-3105557:3107118,1561,0.0,0.0,0
0-NC_009800.1-3749714:3750552,838,0.0,0.0,0
