marker,length,identity,coverage,found
JBKVRS010000012.1_240,116,0.0,0.0,0
JBKVRS010000012.1_241,203,0.0,0.0,0
JBKVRS010000013.1_244,120,0.0,0.0,0
JBKVRS010000014.1_246,135,0.0,0.0,0
JBKVRS010000014.1_247,272,0.0,0.0,0
JBKVRS010000014.1_249,171,0.0,0.0,0
JBKVRS010000014.1_256,219,0.0,0.0,0
JBKVRS010000014.1_264,161,0.0,0.0,0
JBKVRS010000014.1_265,368,0.0,0.0,0
JBKVRS010000014.1_266,154,0.0,0.0,0
JBKVRS010000019.1_271,113,0.0,0.0,0
JBKVRS010000019.1_303,153,0.0,0.0,0
JBKVRS010000020.1_315,117,0.0,0.0,0
JBKVRS010000021.1_333,191,0.0,0.0,0
JBKVRS010000021.1_334,136,0.0,0.0,0
JBKVRS010000021.1_335,160,0.0,0.0,0
JBKVRS010000021.1_336,188,0.0,0.0,0
JBKVRS010000021.1_340,183,0.0,0.0,0
JBKVRS010000022.1_341,176,0.0,0.0,0
JBKVRS010000022.1_342,192,0.0,0.0,0
JBKVRS010000022.1_343,322,0.0,0.0,0
JBKVRS010000022.1_344,224,0.0,0.0,0
JBKVRS010000022.1_348,127,0.0,0.0,0
JBKVRS010000022.1_349,132,0.0,0.0,0
JBKVRS010000022.1_350,150,0.0,0.0,0
JBKVRS010000023.1_362,125,0.0,0.0,0
JBKVRS010000026.1_384,139,0.0,0.0,0
JBKVRS010000026.1_395,112,0.0,0.0,0
JBKVRS010000026.1_396,161,0.0,0.0,0
JBKVRS010000026.1_399,137,0.0,0.0,0
JBKVRS010000026.1_401,178,0.0,0.0,0
JBKVRS010000026.1_407,277,0.0,0.0,0
JBKVRS010000026.1_408,134,0.0,0.0,0
JBKVRS010000027.1_412,136,0.0,0.0,0
JBKVRS010000027.1_416,406,0.0,0.0,0
JBKVRS010000030.1_418,131,0.0,0.0,0
JBKVRS010000035.1_494,254,0.0,0.0,0
JBKVRS010000035.1_506,306,0.0,0.0,0
JBKVRS010000037.1_525,145,0.0,0.0,0
JBKVRS010000039.1_548,174,0.0,0.0,0
JBKVRS010000042.1_555,123,0.0,0.0,0
JBKVRS010000042.1_556,183,0.0,0.0,0
JBKVRS010000042.1_558,302,0.0,0.0,0
JBKVRS010000042.1_559,258,0.0,0.0,0
JBKVRS010000042.1_560,150,0.0,0.0,0
JBKVRS010000042.1_566,156,0.0,0.0,0
JBKVRS010000043.1_575,128,0.0,0.0,0
JBKVRS010000046.1_606,111,0.0,0.0,0
JBKVRS010000046.1_609,173,0.0,0.0,0
JBKVRS010000046.1_610,464,0.0,0.0,0
JBKVRS010000046.1_611,217,0.0,0.0,0
JBKVRS010000047.1_616,180,0.0,0.0,0
JBKVRS010000048.1_630,158,0.0,0.0,0
JBKVRS010000048.1_632,257,0.0,0.0,0
JBKVRS010000048.1_633,124,0.0,0.0,0
JBKVRS010000049.1_634,275,0.0,0.0,0
JBKVRS010000049.1_635,199,0.0,0.0,0
JBKVRS010000050.1_640,182,0.0,0.0,0
JBKVRS010000051.1_663,225,0.0,0.0,0
JBKVRS010000052.1_669,319,0.0,0.0,0
JBKVRS010000052.1_670,136,0.0,0.0,0
JBKVRS010000053.1_675,143,0.0,0.0,0
JBKVRS010000053.1_682,141,0.0,0.0,0
JBKVRS010000053.1_683,229,0.0,0.0,0
JBKVRS010000053.1_684,148,0.0,0.0,0
JBKVRS010000057.1_690,114,0.0,0.0,0
JBKVRS010000057.1_694,129,0.0,0.0,0
JBKVRS010000061.1_712,193,0.0,0.0,0
JBKVRS010000063.1_717,123,0.0,0.0,0
JBKVRS010000064.1_742,193,0.0,0.0,0
JBKVRS010000066.1_762,139,0.0,0.0,0
JBKVRS010000066.1_764,213,0.0,0.0,0
JBKVRS010000066.1_765,416,0.0,0.0,0
JBKVRS010000066.1_767,274,0.0,0.0,0
JBKVRS010000066.1_768,137,0.0,0.0,0
JBKVRS010000066.1_769,237,0.0,0.0,0
JBKVRS010000066.1_775,171,0.0,0.0,0
JBKVRS010000066.1_776,366,0.0,0.0,0
JBKVRS010000066.1_779,149,0.0,0.0,0
JBKVRS010000066.1_780,241,0.0,0.0,0
JBKVRS010000067.1_786,200,0.0,0.0,0
JBKVRS010000069.1_805,134,0.0,0.0,0
JBKVRS010000072.1_834,125,0.0,0.0,0
JBKVRS010000073.1_852,183,0.0,0.0,0
JBKVRS010000073.1_853,125,0.0,0.0,0
JBKVRS010000073.1_854,126,0.0,0.0,0
JBKVRS010000074.1_861,303,0.0,0.0,0
JBKVRS010000074.1_862,207,0.0,0.0,0
JBKVRS010000074.1_863,439,0.0,0.0,0
JBKVRS010000075.1_878,153,0.0,0.0,0
JBKVRS010000076.1_885,192,0.0,0.0,0
JBKVRS010000076.1_887,304,0.0,0.0,0
JBKVRS010000077.1_889,360,0.0,0.0,0
JBKVRS010000077.1_890,256,0.0,0.0,0
JBKVRS010000077.1_891,166,0.0,0.0,0
JBKVRS010000079.1_907,130,0.0,0.0,0
JBKVRS010000079.1_908,137,0.0,0.0,0
JBKVRS010000079.1_911,125,0.0,0.0,0
JBKVRS010000081.1_918,139,0.0,0.0,0
JBKVRS010000081.1_919,122,0.0,0.0,0
JBKVRS010000081.1_920,142,0.0,0.0,0
JBKVRS010000082.1_929,115,0.0,0.0,0
JBKVRS010000083.1_938,276,0.0,0.0,0
JBKVRS010000085.1_951,392,0.0,0.0,0
JBKVRS010000085.1_952,261,0.0,0.0,0
JBKVRS010000085.1_953,621,0.0,0.0,0
JBKVRS010000087.1_977,202,0.0,0.0,0
JBKVRS010000088.1_987,158,0.0,0.0,0
JBKVRS010000089.1_990,149,0.0,0.0,0
JBKVRS010000089.1_991,202,0.0,0.0,0
JBKVRS010000089.1_992,190,0.0,0.0,0
JBKVRS010000089.1_993,257,0.0,0.0,0
JBKVRS010000089.1_999,364,0.0,0.0,0
JBKVRS010000090.1_1008,255,0.0,0.0,0
JBKVRS010000090.1_1011,106,0.0,0.0,0
JBKVRS010000090.1_1012,112,0.0,0.0,0
JBKVRS010000091.1_1022,146,0.0,0.0,0
JBKVRS010000091.1_1026,115,0.0,0.0,0
JBKVRS010000092.1_1029,136,0.0,0.0,0
JBKVRS010000092.1_1030,215,0.0,0.0,0
JBKVRS010000092.1_1031,836,0.0,0.0,0
JBKVRS010000092.1_1032,386,0.0,0.0,0
JBKVRS010000092.1_1034,203,0.0,0.0,0
JBKVRS010000092.1_1035,414,0.0,0.0,0
JBKVRS010000093.1_1036,158,0.0,0.0,0
JBKVRS010000093.1_1038,246,0.0,0.0,0
JBKVRS010000096.1_1058,253,0.0,0.0,0
JBKVRS010000096.1_1062,369,0.0,0.0,0
JBKVRS010000099.1_1079,149,0.0,0.0,0
JBKVRS010000100.1_1086,128,0.0,0.0,0
JBKVRS010000100.1_1087,139,0.0,0.0,0
JBKVRS010000105.1_1111,153,0.0,0.0,0
JBKVRS010000105.1_1113,135,0.0,0.0,0
JBKVRS010000105.1_1114,208,0.0,0.0,0
JBKVRS010000105.1_1124,304,0.0,0.0,0
JBKVRS010000110.1_1152,124,97.5,96.8,1
JBKVRS010000114.1_1157,150,0.0,0.0,0
JBKVRS010000114.1_1165,229,0.0,0.0,0
JBKVRS010000115.1_1169,167,0.0,0.0,0
JBKVRS010000116.1_1176,206,0.0,0.0,0
JBKVRS010000116.1_1182,177,0.0,0.0,0
JBKVRS010000118.1_1186,117,0.0,0.0,0
JBKVRS010000118.1_1187,136,0.0,0.0,0
JBKVRS010000121.1_1195,187,0.0,0.0,0
JBKVRS010000122.1_1200,166,0.0,0.0,0
JBKVRS010000126.1_1229,136,0.0,0.0,0
JBKVRS010000126.1_1230,299,0.0,0.0,0
JBKVRS010000126.1_1231,290,0.0,0.0,0
JBKVRS010000127.1_1236,152,0.0,0.0,0
JBKVRS010000128.1_1251,123,0.0,0.0,0
JBKVRS010000128.1_1253,463,0.0,0.0,0
JBKVRS010000129.1_1255,155,0.0,0.0,0
JBKVRS010000129.1_1256,137,0.0,0.0,0
JBKVRS010000129.1_1262,126,0.0,0.0,0
JBKVRS010000129.1_1263,144,0.0,0.0,0
JBKVRS010000142.1_1315,165,0.0,0.0,0
JBKVRS010000142.1_1316,385,0.0,0.0,0
JBKVRS010000144.1_1319,121,0.0,0.0,0
JBKVRS010000144.1_1321,151,0.0,0.0,0
JBKVRS010000144.1_1322,161,0.0,0.0,0
JBKVRS010000146.1_1338,205,0.0,0.0,0
JBKVRS010000147.1_1340,179,0.0,0.0,0
JBKVRS010000147.1_1343,320,0.0,0.0,0
JBKVRS010000147.1_1345,329,0.0,0.0,0
JBKVRS010000147.1_1347,134,0.0,0.0,0
JBKVRS010000148.1_1352,124,0.0,0.0,0
JBKVRS010000149.1_1355,215,0.0,0.0,0
JBKVRS010000149.1_1356,187,0.0,0.0,0
JBKVRS010000149.1_1357,130,0.0,0.0,0
JBKVRS010000149.1_1359,173,0.0,0.0,0
JBKVRS010000149.1_1360,198,0.0,0.0,0
JBKVRS010000149.1_1366,119,0.0,0.0,0
JBKVRS010000157.1_1403,143,0.0,0.0,0
JBKVRS010000158.1_1414,149,0.0,0.0,0
JBKVRS010000159.1_1419,145,0.0,0.0,0
JBKVRS010000159.1_1421,210,0.0,0.0,0
JBKVRS010000159.1_1424,125,0.0,0.0,0
JBKVRS010000161.1_1429,203,0.0,0.0,0
JBKVRS010000161.1_1430,138,0.0,0.0,0
JBKVRS010000161.1_1436,150,0.0,0.0,0
JBKVRS010000161.1_1437,204,0.0,0.0,0
JBKVRS010000161.1_1441,286,0.0,0.0,0
JBKVRS010000162.1_1442,448,0.0,0.0,0
JBKVRS010000162.1_1446,168,0.0,0.0,0
JBKVRS010000162.1_1449,134,0.0,0.0,0
JBKVRS010000165.1_1451,313,0.0,0.0,0
JBKVRS010000170.1_1499,142,0.0,0.0,0
JBKVRS010000170.1_1501,141,0.0,0.0,0
JBKVRS010000171.1_1508,134,0.0,0.0,0
JBKVRS010000171.1_1510,206,0.0,0.0,0
JBKVRS010000171.1_1517,125,0.0,0.0,0
JBKVRS010000173.1_1523,141,0.0,0.0,0
JBKVRS010000173.1_1525,110,0.0,0.0,0
JBKVRS010000173.1_1526,180,0.0,0.0,0
JBKVRS010000173.1_1527,126,0.0,0.0,0
JBKVRS010000175.1_1541,167,0.0,0.0,0
JBKVRS010000177.1_1544,206,0.0,0.0,0
JBKVRS010000177.1_1545,147,0.0,0.0,0
JBKVRS010000178.1_1550,168,0.0,0.0,0
JBKVRS010000178.1_1552,191,0.0,0.0,0
JBKVRS010000178.1_1555,144,0.0,0.0,0
JBKVRS010000178.1_1556,155,0.0,0.0,0
JBKVRS010000178.1_1557,216,0.0,0.0,0
JBKVRS010000179.1_1559,205,0.0,0.0,0
JBKVRS010000179.1_1560,182,0.0,0.0,0
JBKVRS010000179.1_1561,125,0.0,0.0,0
JBKVRS010000182.1_1569,397,0.0,0.0,0
JBKVRS010000182.1_1573,132,0.0,0.0,0
JBKVRS010000182.1_1575,118,0.0,0.0,0
JBKVRS010000185.1_1579,121,0.0,0.0,0
JBKVRS010000185.1_1582,116,0.0,0.0,0
JBKVRS010000190.1_1600,138,0.0,0.0,0
JBKVRS010000193.1_1615,171,0.0,0.0,0
JBKVRS010000194.1_1616,144,0.0,0.0,0
JBKVRS010000194.1_1617,168,0.0,0.0,0
JBKVRS010000194.1_1618,132,0.0,0.0,0
JBKVRS010000194.1_1619,117,0.0,0.0,0
JBKVRS010000194.1_1620,259,0.0,0.0,0
JBKVRS010000197.1_1631,198,0.0,0.0,0
JBKVRS010000198.1_1632,168,0.0,0.0,0
JBKVRS010000198.1_1633,523,0.0,0.0,0
JBKVRS010000198.1_1634,330,0.0,0.0,0
JBKVRS010000198.1_1635,165,0.0,0.0,0
JBKVRS010000198.1_1636,231,0.0,0.0,0
JBKVRS010000198.1_1638,187,0.0,0.0,0
JBKVRS010000198.1_1640,160,0.0,0.0,0
JBKVRS010000198.1_1641,135,0.0,0.0,0
JBKVRS010000199.1_1643,127,0.0,0.0,0
JBKVRS010000199.1_1644,230,0.0,0.0,0
JBKVRS010000199.1_1645,442,0.0,0.0,0
JBKVRS010000199.1_1646,116,0.0,0.0,0
JBKVRS010000199.1_1647,160,96.8,79.4,0
JBKVRS010000199.1_1648,165,0.0,0.0,0
JBKVRS010000199.1_1649,199,0.0,0.0,0
JBKVRS010000205.1_1653,140,0.0,0.0,0
JBKVRS010000209.1_1664,166,0.0,0.0,0
JBKVRS010000210.1_1665,304,0.0,0.0,0
JBKVRS010000210.1_1667,146,0.0,0.0,0
JBKVRS010000210.1_1670,163,0.0,0.0,0
JBKVRS010000210.1_1671,180,0.0,0.0,0
JBKVRS010000210.1_1672,157,0.0,0.0,0
JBKVRS010000211.1_1674,158,0.0,0.0,0
JBKVRS010000211.1_1676,192,0.0,0.0,0
JBKVRS010000211.1_1677,139,0.0,0.0,0
JBKVRS010000211.1_1678,144,0.0,0.0,0
JBKVRS010000212.1_1686,322,0.0,0.0,0
JBKVRS010000214.1_1697,138,0.0,0.0,0
JBKVRS010000214.1_1703,132,0.0,0.0,0
JBKVRS010000218.1_1725,133,0.0,0.0,0
JBKVRS010000219.1_1728,237,0.0,0.0,0
JBKVRS010000219.1_1729,104,0.0,0.0,0
JBKVRS010000223.1_1744,158,0.0,0.0,0
JBKVRS010000225.1_1763,206,0.0,0.0,0
JBKVRS010000234.1_1796,132,0.0,0.0,0
JBKVRS010000236.1_1818,339,0.0,0.0,0
JBKVRS010000237.1_1820,169,0.0,0.0,0
JBKVRS010000237.1_1821,178,0.0,0.0,0
JBKVRS010000238.1_1829,228,0.0,0.0,0
JBKVRS010000238.1_1830,489,0.0,0.0,0
JBKVRS010000240.1_1834,183,0.0,0.0,0
JBKVRS010000248.1_1876,155,0.0,0.0,0
JBKVRS010000248.1_1877,158,0.0,0.0,0
JBKVRS010000250.1_1891,139,0.0,0.0,0
JBKVRS010000251.1_1892,142,0.0,0.0,0
JBKVRS010000251.1_1893,155,0.0,0.0,0
JBKVRS010000252.1_1903,169,0.0,0.0,0
JBKVRS010000253.1_1904,143,0.0,0.0,0
JBKVRS010000253.1_1907,342,0.0,0.0,0
JBKVRS010000254.1_1909,360,0.0,0.0,0
JBKVRS010000254.1_1910,248,0.0,0.0,0
JBKVRS010000254.1_1911,104,0.0,0.0,0
JBKVRS010000254.1_1913,171,0.0,0.0,0
JBKVRS010000258.1_1923,194,0.0,0.0,0
JBKVRS010000259.1_1929,123,0.0,0.0,0
JBKVRS010000259.1_1930,149,0.0,0.0,0
JBKVRS010000263.1_1938,151,0.0,0.0,0
JBKVRS010000265.1_1949,240,0.0,0.0,0
JBKVRS010000265.1_1950,155,0.0,0.0,0
JBKVRS010000265.1_1952,140,0.0,0.0,0
JBKVRS010000266.1_1953,152,0.0,0.0,0
JBKVRS010000266.1_1956,137,0.0,0.0,0
JBKVRS010000267.1_1961,347,0.0,0.0,0
JBKVRS010000268.1_1967,127,0.0,0.0,0
JBKVRS010000268.1_1968,189,0.0,0.0,0
JBKVRS010000268.1_1969,197,0.0,0.0,0
JBKVRS010000268.1_1970,172,0.0,0.0,0
JBKVRS010000269.1_1973,154,0.0,0.0,0
JBKVRS010000269.1_1975,379,0.0,0.0,0
JBKVRS010000270.1_1984,193,0.0,0.0,0
JBKVRS010000270.1_1985,164,0.0,0.0,0
JBKVRS010000271.1_1989,177,0.0,0.0,0
JBKVRS010000271.1_1991,222,0.0,0.0,0
JBKVRS010000271.1_1995,113,0.0,0.0,0
JBKVRS010000272.1_1997,175,0.0,0.0,0
JBKVRS010000272.1_1999,177,0.0,0.0,0
JBKVRS010000273.1_2002,205,0.0,0.0,0
JBKVRS010000273.1_2003,235,0.0,0.0,0
JBKVRS010000273.1_2008,126,0.0,0.0,0
JBKVRS010000274.1_2013,177,0.0,0.0,0
JBKVRS010000274.1_2015,256,0.0,0.0,0
JBKVRS010000275.1_2021,169,0.0,0.0,0
JBKVRS010000275.1_2024,247,0.0,0.0,0
JBKVRS010000275.1_2025,160,0.0,0.0,0
JBKVRS010000275.1_2027,158,0.0,0.0,0
JBKVRS010000276.1_2029,141,0.0,0.0,0
JBKVRS010000276.1_2033,140,0.0,0.0,0
JBKVRS010000283.1_2063,137,0.0,0.0,0
JBKVRS010000284.1_2070,135,0.0,0.0,0
JBKVRS010000284.1_2071,340,0.0,0.0,0
JBKVRS010000284.1_2072,282,0.0,0.0,0
JBKVRS010000284.1_2073,245,0.0,0.0,0
JBKVRS010000286.1_2076,126,0.0,0.0,0
JBKVRS010000286.1_2080,254,0.0,0.0,0
JBKVRS010000286.1_2083,114,0.0,0.0,0
JBKVRS010000286.1_2084,189,0.0,0.0,0
JBKVRS010000290.1_2108,173,0.0,0.0,0
JBKVRS010000291.1_2110,218,0.0,0.0,0
JBKVRS010000295.1_2134,135,0.0,0.0,0
JBKVRS010000295.1_2135,180,0.0,0.0,0
JBKVRS010000301.1_2159,159,0.0,0.0,0
JBKVRS010000301.1_2160,270,0.0,0.0,0
JBKVRS010000304.1_2168,203,0.0,0.0,0
JBKVRS010000314.1_2204,313,0.0,0.0,0
JBKVRS010000315.1_2206,162,0.0,0.0,0
JBKVRS010000315.1_2207,175,0.0,0.0,0
JBKVRS010000315.1_2208,126,0.0,0.0,0
JBKVRS010000315.1_2209,154,0.0,0.0,0
JBKVRS010000316.1_2214,120,0.0,0.0,0
JBKVRS010000318.1_2220,295,0.0,0.0,0
JBKVRS010000324.1_2222,167,0.0,0.0,0
JBKVRS010000324.1_2223,128,0.0,0.0,0
JBKVRS010000326.1_2224,370,0.0,0.0,0
JBKVRS010000326.1_2225,277,0.0,0.0,0
JBKVRS010000326.1_2226,217,0.0,0.0,0
JBKVRS010000326.1_2227,195,0.0,0.0,0
JBKVRS010000326.1_2228,138,0.0,0.0,0
JBKVRS010000328.1_2232,131,0.0,0.0,0
JBKVRS010000329.1_2237,152,0.0,0.0,0
JBKVRS010000329.1_2238,152,0.0,0.0,0
JBKVRS010000331.1_2247,137,0.0,0.0,0
JBKVRS010000331.1_2251,457,0.0,0.0,0
JBKVRS010000332.1_2252,122,0.0,0.0,0
JBKVRS010000332.1_2253,140,0.0,0.0,0
JBKVRS010000332.1_2254,263,0.0,0.0,0
JBKVRS010000332.1_2256,146,0.0,0.0,0
JBKVRS010000333.1_2258,113,0.0,0.0,0
JBKVRS010000338.1_2277,124,0.0,0.0,0
JBKVRS010000341.1_2289,147,0.0,0.0,0
JBKVRS010000342.1_2293,164,0.0,0.0,0
JBKVRS010000342.1_2294,461,0.0,0.0,0
JBKVRS010000344.1_2295,144,0.0,0.0,0
JBKVRS010000344.1_2303,161,0.0,0.0,0
JBKVRS010000345.1_2305,182,0.0,0.0,0
JBKVRS010000346.1_2306,322,0.0,0.0,0
JBKVRS010000346.1_2307,114,0.0,0.0,0
JBKVRS010000347.1_2315,348,0.0,0.0,0
JBKVRS010000347.1_2316,172,0.0,0.0,0
JBKVRS010000350.1_2325,113,0.0,0.0,0
JBKVRS010000350.1_2328,187,0.0,0.0,0
JBKVRS010000351.1_2329,201,0.0,0.0,0
JBKVRS010000351.1_2330,139,0.0,0.0,0
JBKVRS010000351.1_2332,217,0.0,0.0,0
JBKVRS010000354.1_2336,133,0.0,0.0,0
JBKVRS010000354.1_2337,155,0.0,0.0,0
JBKVRS010000354.1_2338,146,0.0,0.0,0
JBKVRS010000354.1_2339,147,0.0,0.0,0
JBKVRS010000357.1_2348,141,0.0,0.0,0
JBKVRS010000363.1_2372,156,0.0,0.0,0
JBKVRS010000363.1_2377,117,0.0,0.0,0
JBKVRS010000372.1_2393,182,0.0,0.0,0
JBKVRS010000372.1_2395,146,0.0,0.0,0
JBKVRS010000372.1_2396,191,0.0,0.0,0
JBKVRS010000374.1_2398,176,0.0,0.0,0
JBKVRS010000378.1_2401,127,0.0,0.0,0
JBKVRS010000378.1_2402,133,0.0,0.0,0
JBKVRS010000381.1_2415,154,0.0,0.0,0
JBKVRS010000391.1_2456,126,0.0,0.0,0
JBKVRS010000393.1_2460,126,0.0,0.0,0
JBKVRS010000400.1_2483,182,0.0,0.0,0
JBKVRS010000402.1_2486,136,0.0,0.0,0
JBKVRS010000403.1_2487,136,0.0,0.0,0
JBKVRS010000403.1_2488,143,0.0,0.0,0
JBKVRS010000403.1_2489,179,0.0,0.0,0
JBKVRS010000404.1_2490,295,0.0,0.0,0
JBKVRS010000404.1_2491,316,0.0,0.0,0
JBKVRS010000404.1_2492,233,0.0,0.0,0
JBKVRS010000404.1_2493,128,0.0,0.0,0
JBKVRS010000410.1_2501,256,0.0,0.0,0
JBKVRS010000410.1_2502,137,0.0,0.0,0
JBKVRS010000414.1_2517,128,0.0,0.0,0
JBKVRS010000414.1_2518,198,0.0,0.0,0
JBKVRS010000414.1_2520,198,0.0,0.0,0
JBKVRS010000415.1_2521,193,0.0,0.0,0
JBKVRS010000415.1_2522,193,0.0,0.0,0
JBKVRS010000416.1_2523,191,0.0,0.0,0
JBKVRS010000416.1_2524,309,0.0,0.0,0
JBKVRS010000416.1_2526,340,0.0,0.0,0
JBKVRS010000421.1_2537,129,0.0,0.0,0
JBKVRS010000421.1_2538,121,0.0,0.0,0
JBKVRS010000423.1_2540,248,0.0,0.0,0
JBKVRS010000424.1_2541,129,0.0,0.0,0
JBKVRS010000426.1_2546,133,0.0,0.0,0
JBKVRS010000426.1_2547,191,0.0,0.0,0
JBKVRS010000428.1_2558,132,0.0,0.0,0
JBKVRS010000428.1_2561,162,0.0,0.0,0
JBKVRS010000432.1_2566,307,0.0,0.0,0
JBKVRS010000440.1_2585,121,0.0,0.0,0
JBKVRS010000440.1_2587,379,0.0,0.0,0
JBKVRS010000448.1_2605,315,0.0,0.0,0
JBKVRS010000449.1_2606,170,0.0,0.0,0
JBKVRS010000449.1_2607,131,0.0,0.0,0
JBKVRS010000450.1_2609,158,0.0,0.0,0
JBKVRS010000451.1_2613,208,0.0,0.0,0
JBKVRS010000451.1_2614,184,0.0,0.0,0
JBKVRS010000452.1_2615,127,0.0,0.0,0
JBKVRS010000453.1_2618,218,0.0,0.0,0
JBKVRS010000455.1_2623,227,0.0,0.0,0
JBKVRS010000459.1_2629,275,0.0,0.0,0
JBKVRS010000460.1_2633,143,0.0,0.0,0
JBKVRS010000460.1_2634,122,0.0,0.0,0
JBKVRS010000461.1_2636,274,0.0,0.0,0
JBKVRS010000462.1_2637,294,100.0,47.6,0
JBKVRS010000462.1_2638,573,0.0,0.0,0
JBKVRS010000462.1_2640,127,0.0,0.0,0
JBKVRS010000462.1_2641,240,0.0,0.0,0
JBKVRS010000462.1_2642,153,0.0,0.0,0
JBKVRS010000463.1_2643,241,0.0,0.0,0
JBKVRS010000464.1_2645,478,0.0,0.0,0
JBKVRS010000464.1_2647,160,0.0,0.0,0
JBKVRS010000464.1_2649,168,0.0,0.0,0
JBKVRS010000474.1_2663,175,0.0,0.0,0
JBKVRS010000474.1_2664,320,0.0,0.0,0
JBKVRS010000474.1_2665,426,0.0,0.0,0
JBKVRS010000474.1_2667,262,0.0,0.0,0
JBKVRS010000476.1_2673,332,0.0,0.0,0
JBKVRS010000477.1_2674,452,0.0,0.0,0
JBKVRS010000477.1_2675,198,0.0,0.0,0
JBKVRS010000477.1_2676,199,0.0,0.0,0
JBKVRS010000477.1_2677,125,0.0,0.0,0
JBKVRS010000477.1_2678,334,0.0,0.0,0
JBKVRS010000477.1_2679,151,0.0,0.0,0
JBKVRS010000478.1_2684,124,0.0,0.0,0
JBKVRS010000478.1_2685,137,0.0,0.0,0
JBKVRS010000479.1_2688,240,0.0,0.0,0
JBKVRS010000479.1_2689,226,0.0,0.0,0
JBKVRS010000479.1_2690,193,0.0,0.0,0
JBKVRS010000482.1_2699,273,0.0,0.0,0
JBKVRS010000484.1_2702,152,0.0,0.0,0
JBKVRS010000486.1_2706,147,0.0,0.0,0
JBKVRS010000486.1_2707,153,0.0,0.0,0
JBKVRS010000487.1_2708,146,0.0,0.0,0
JBKVRS010000488.1_2715,350,0.0,0.0,0
JBKVRS010000489.1_2716,215,0.0,0.0,0
JBKVRS010000492.1_2723,264,0.0,0.0,0
JBKVRS010000496.1_2734,206,0.0,0.0,0
JBKVRS010000497.1_2735,412,0.0,0.0,0
JBKVRS010000497.1_2736,856,0.0,0.0,0
JBKVRS010000498.1_2740,114,0.0,0.0,0
JBKVRS010000512.1_2752,135,0.0,0.0,0
JBKVRS010000518.1_2756,118,0.0,0.0,0
JBKVRS010000518.1_2757,152,0.0,0.0,0
JBKVRS010000518.1_2758,137,0.0,0.0,0
JBKVRS010000518.1_2759,148,0.0,0.0,0
JBKVRS010000518.1_2760,217,0.0,0.0,0
JBKVRS010000526.1_2770,124,0.0,0.0,0
JBKVRS010000533.1_2786,251,0.0,0.0,0
JBKVRS010000534.1_2787,228,0.0,0.0,0
JBKVRS010000534.1_2788,148,0.0,0.0,0
JBKVRS010000534.1_2789,310,0.0,0.0,0
JBKVRS010000538.1_2791,168,0.0,0.0,0
JBKVRS010000545.1_2804,134,0.0,0.0,0
JBKVRS010000546.1_2808,171,0.0,0.0,0
JBKVRS010000550.1_2815,145,0.0,0.0,0
JBKVRS010000555.1_2821,310,0.0,0.0,0
JBKVRS010000566.1_2833,175,0.0,0.0,0
JBKVRS010000576.1_2847,398,0.0,0.0,0
JBKVRS010000581.1_2860,345,0.0,0.0,0
JBKVRS010000586.1_2867,278,0.0,0.0,0
JBKVRS010000588.1_2871,118,0.0,0.0,0
JBKVRS010000590.1_2875,305,0.0,0.0,0
